date,well_id,operating_hours,downtime_hours,oil_production_bbl,gas_production_mcf,water_production_bbl,pressure_psi,temperature_c,water_cut_pct,potential_production_bbl,dq_flag,well_name,field_id,well_type,reservoir,well_age_days,production_loss_bbl,downtime_loss_bbl,other_loss_bbl,maintenance_attributed_downtime_hours,unattributed_downtime_hours,oil_price_usd,estimated_lost_revenue_usd,month
2022-01-24,WELL-0001,24.0,0.0,41.5,69.8,54.6,2379.6,72.0,56.82,42.1,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3388,0.6000000000000014,0.0,0.6000000000000014,0.0,0.0,66.74,40.04400000000009,2022-01-01
2022-01-25,WELL-0001,24.0,0.0,38.7,58.7,54.7,2380.2,71.9,58.57,41.3,temperature_c_imputed,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3389,2.5999999999999943,0.0,2.5999999999999943,0.0,0.0,66.45,172.76999999999964,2022-01-01
2022-01-26,WELL-0001,22.9,1.1,38.1,55.1,56.1,2338.6,71.8,59.55,41.2,temperature_c_imputed,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3390,3.1000000000000014,1.8883333333333336,1.2116666666666678,0.0,1.1,65.14,201.93400000000008,2022-01-01
2022-01-27,WELL-0001,20.01,3.99,32.0,52.5,43.9,2294.3,71.7,57.84,40.8,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3391,8.799999999999997,6.783,2.016999999999997,3.99,0.0,65.89,579.8319999999998,2022-01-01
2022-01-28,WELL-0001,24.0,0.0,40.6,63.1,62.9,2412.5,73.2,60.77,40.8,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3392,0.19999999999999574,0.0,0.19999999999999574,0.0,0.0,65.33,13.065999999999722,2022-01-01
2022-01-29,WELL-0001,20.66,3.34,35.7,55.0,50.0,2377.9,72.4,58.34,41.4,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3393,5.699999999999996,5.699999999999996,0.0,3.336,0.0040000000000000036,66.04,376.42799999999977,2022-01-01
2022-01-30,WELL-0001,18.2,5.8,30.5,49.1,43.4,2301.2,74.2,58.73,42.1,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3394,11.600000000000001,10.174166666666666,1.425833333333335,5.8,0.0,65.69,762.004,2022-01-01
2022-01-31,WELL-0001,24.0,0.0,37.1,58.3,52.3,2378.6,73.3,58.5,39.5,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3395,2.3999999999999986,0.0,2.3999999999999986,0.0,0.0,66.58,159.7919999999999,2022-01-01
2022-02-01,WELL-0001,24.0,0.0,40.3,62.8,54.3,2352.7,75.6,57.4,40.3,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3396,0.0,0.0,0.0,0.0,0.0,64.43,0.0,2022-02-01
2022-02-02,WELL-0001,10.35,13.65,16.9,25.9,24.0,2383.1,72.6,58.68,41.7,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3397,24.800000000000004,23.716875,1.0831250000000026,13.65,0.0,63.68,1579.2640000000004,2022-02-01
2022-02-03,WELL-0001,24.0,0.0,36.4,59.9,52.6,2284.5,73.4,59.1,40.0,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3398,3.6000000000000014,0.0,3.6000000000000014,0.0,0.0,63.44,228.38400000000007,2022-02-01
2022-02-04,WELL-0001,24.0,0.0,36.6,52.4,47.8,2318.7,73.2,56.64,39.3,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3399,2.6999999999999957,0.0,2.6999999999999957,0.0,0.0,64.86,175.12199999999973,2022-02-01
2022-02-05,WELL-0001,24.0,0.0,37.5,54.7,53.4,2374.9,73.2,58.75,39.1,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3400,1.6000000000000014,0.0,1.6000000000000014,0.0,0.0,63.58,101.7280000000001,2022-02-01
2022-02-06,WELL-0001,24.0,0.0,40.1,59.3,55.4,2338.2,72.1,58.01,40.1,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3401,0.0,0.0,0.0,0.0,0.0,64.07,0.0,2022-02-01
2022-02-07,WELL-0001,24.0,0.0,40.8,62.1,60.6,2361.4,73.9,59.76,41.7,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3402,0.9000000000000057,0.0,0.9000000000000057,0.0,0.0,63.91,57.51900000000036,2022-02-01
2022-02-08,WELL-0001,24.0,0.0,39.7,62.0,55.6,2328.4,72.0,58.34,40.0,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3403,0.29999999999999716,0.0,0.29999999999999716,0.0,0.0,63.91,19.172999999999817,2022-02-01
2022-02-09,WELL-0001,24.0,0.0,39.4,59.4,57.4,2406.0,73.2,59.3,40.3,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3404,0.8999999999999986,0.0,0.8999999999999986,0.0,0.0,64.26,57.83399999999991,2022-02-01
2022-02-10,WELL-0001,24.0,0.0,39.0,62.4,54.7,2311.7,76.3,58.38,39.7,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3405,0.7000000000000028,0.0,0.7000000000000028,0.0,0.0,64.26,44.982000000000184,2022-02-01
2022-02-11,WELL-0001,17.56,6.44,30.8,46.1,44.6,2410.6,72.3,59.15,42.3,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3406,11.499999999999996,11.350499999999998,0.14949999999999797,6.44,0.0,63.48,730.0199999999998,2022-02-01
2022-02-12,WELL-0001,24.0,0.0,41.4,61.9,57.9,2365.8,73.6,58.31,41.4,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3407,0.0,0.0,0.0,0.0,0.0,63.61,0.0,2022-02-01
2022-02-13,WELL-0001,24.0,0.0,40.0,61.6,58.7,2345.2,74.0,59.47,42.3,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3408,2.299999999999997,0.0,2.299999999999997,0.0,0.0,63.86,146.87799999999982,2022-02-01
2022-02-14,WELL-0001,24.0,0.0,40.7,59.3,59.0,2358.2,73.3,59.18,40.7,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3409,0.0,0.0,0.0,0.0,0.0,64.59,0.0,2022-02-01
2022-02-15,WELL-0001,24.0,0.0,38.2,55.0,54.0,2375.8,71.7,58.57,39.2,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3410,1.0,0.0,1.0,0.0,0.0,63.84,63.84,2022-02-01
2022-02-16,WELL-0001,20.86,3.14,34.6,52.0,48.0,2332.1,74.6,58.11,41.0,oil_imputed,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3411,6.399999999999999,5.364166666666667,1.0358333333333318,3.1380000000000003,0.0019999999999997797,64.94,415.6159999999999,2022-02-01
2022-02-17,WELL-0001,24.0,0.0,40.2,59.1,55.0,2317.1,72.1,57.77,40.2,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3412,0.0,0.0,0.0,0.0,0.0,63.68,0.0,2022-02-01
2022-02-18,WELL-0001,24.0,0.0,39.1,62.9,55.4,2358.5,72.3,58.62,40.6,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3413,1.5,0.0,1.5,0.0,0.0,64.16,96.24,2022-02-01
2022-02-19,WELL-0001,24.0,0.0,38.5,57.5,54.5,2334.6,72.8,58.6,41.0,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3414,2.5,0.0,2.5,0.0,0.0,64.82,162.04999999999998,2022-02-01
2022-02-20,WELL-0001,24.0,0.0,41.0,62.4,57.2,2379.5,76.6,58.25,41.0,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3415,0.0,0.0,0.0,0.0,0.0,64.41,0.0,2022-02-01
2022-02-21,WELL-0001,24.0,0.0,38.8,59.3,56.6,2345.2,73.5,59.33,40.0,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3416,1.2000000000000028,0.0,1.2000000000000028,0.0,0.0,63.91,76.69200000000018,2022-02-01
2022-02-22,WELL-0001,24.0,0.0,39.7,62.5,55.2,2380.1,71.6,58.17,40.7,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3417,1.0,0.0,1.0,0.0,0.0,65.07,65.07,2022-02-01
2022-02-23,WELL-0001,24.0,0.0,39.8,60.3,57.3,2419.8,72.3,59.01,41.8,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3418,2.0,0.0,2.0,0.0,0.0,63.89,127.78,2022-02-01
2022-02-24,WELL-0001,24.0,0.0,39.1,61.0,53.3,2340.3,73.5,57.68,39.1,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3419,0.0,0.0,0.0,0.0,0.0,64.37,0.0,2022-02-01
2022-02-25,WELL-0001,24.0,0.0,38.5,60.5,51.2,2289.4,72.7,57.08,39.8,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3420,1.2999999999999972,0.0,1.2999999999999972,0.0,0.0,63.86,83.01799999999982,2022-02-01
2022-02-26,WELL-0001,24.0,0.0,39.4,54.4,56.7,2331.3,73.4,59.0,40.2,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3421,0.8000000000000043,0.0,0.8000000000000043,0.0,0.0,63.55,50.840000000000266,2022-02-01
2022-02-27,WELL-0001,24.0,0.0,38.3,60.3,51.8,2449.0,72.2,57.49,42.2,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3422,3.9000000000000057,0.0,3.9000000000000057,0.0,0.0,64.27,250.65300000000036,2022-02-01
2022-02-28,WELL-0001,24.0,0.0,38.1,55.4,56.8,2324.0,72.4,59.85,39.4,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3423,1.2999999999999972,0.0,1.2999999999999972,0.0,0.0,63.99,83.18699999999983,2022-02-01
2022-03-01,WELL-0001,24.0,0.0,41.8,67.5,61.7,2464.4,73.3,59.61,41.8,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3424,0.0,0.0,0.0,0.0,0.0,65.99,0.0,2022-03-01
2022-03-02,WELL-0001,24.0,0.0,39.8,65.5,59.8,2457.2,72.9,60.04,39.8,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3425,0.0,0.0,0.0,0.0,0.0,64.69,0.0,2022-03-01
2022-03-03,WELL-0001,24.0,0.0,38.6,61.0,56.3,2416.1,72.3,59.33,41.0,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3426,2.3999999999999986,0.0,2.3999999999999986,0.0,0.0,65.18,156.43199999999993,2022-03-01
2022-03-04,WELL-0001,24.0,0.0,37.1,56.9,53.7,2309.2,73.7,59.14,38.8,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3427,1.6999999999999957,0.0,1.6999999999999957,0.0,0.0,66.04,112.26799999999973,2022-03-01
2022-03-05,WELL-0001,24.0,0.0,37.9,60.4,49.8,2313.5,74.4,56.78,38.3,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3428,0.3999999999999986,0.0,0.3999999999999986,0.0,0.0,64.88,25.951999999999906,2022-03-01
2022-03-06,WELL-0001,14.2,9.8,23.0,35.5,32.3,2345.1,72.5,58.41,40.0,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3429,17.0,16.333333333333332,0.6666666666666679,9.8,0.0,65.88,1119.96,2022-03-01
2022-03-07,WELL-0001,24.0,0.0,36.9,57.3,54.2,2312.4,73.4,59.5,39.7,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3430,2.8000000000000043,0.0,2.8000000000000043,0.0,0.0,65.82,184.29600000000025,2022-03-01
2022-03-08,WELL-0001,16.82,7.18,28.4,45.9,41.3,2281.0,72.2,59.25,42.0,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3431,13.600000000000001,12.565,1.035000000000002,7.18,0.0,65.48,890.5280000000001,2022-03-01
2022-03-09,WELL-0001,24.0,0.0,40.1289878,61.3,53.8,2397.9,72.4,57.29,41.7,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3432,1.5710122000000055,0.0,1.5710122000000055,0.0,0.0,66.18,103.96958739600038,2022-03-01
2022-03-10,WELL-0001,24.0,0.0,38.0,63.5,50.2,2329.1,70.3,56.92,40.9,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3433,2.8999999999999986,0.0,2.8999999999999986,0.0,0.0,65.26,189.25399999999993,2022-03-01
2022-03-11,WELL-0001,24.0,0.0,38.0,53.9,50.4,2403.2,74.2,57.01,38.0,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3434,0.0,0.0,0.0,0.0,0.0,64.51,0.0,2022-03-01
2022-03-12,WELL-0001,24.0,0.0,38.1,56.5,54.4,2321.8,73.9,58.81,40.6,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3435,2.5,0.0,2.5,0.0,0.0,65.69,164.225,2022-03-01
2022-03-13,WELL-0001,24.0,0.0,40.5,62.9,57.7,2431.4,72.4,58.76,40.5,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3436,0.0,0.0,0.0,0.0,0.0,64.52,0.0,2022-03-01
2022-03-14,WELL-0001,24.0,0.0,40.1,60.6,58.5,2315.6,70.8,59.33,40.1,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3437,0.0,0.0,0.0,0.0,0.0,65.69,0.0,2022-03-01
2022-03-15,WELL-0001,24.0,0.0,40.0,69.2,57.3,2352.7,73.4,58.89,40.8,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3438,0.7999999999999972,0.0,0.7999999999999972,0.0,0.0,66.18,52.94399999999982,2022-03-01
2022-03-16,WELL-0001,24.0,0.0,40.3,62.1,61.0,2347.8,72.9,60.22,40.8,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3439,0.5,0.0,0.5,0.0,0.0,65.79,32.895,2022-03-01
2022-03-17,WELL-0001,24.0,0.0,37.9,54.9,53.3,2305.7,72.6,58.44,39.8,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3440,1.8999999999999986,0.0,1.8999999999999986,0.0,0.0,65.88,125.1719999999999,2022-03-01
2022-03-18,WELL-0001,24.0,0.0,40.4,70.1,59.8,2388.0,72.3,59.68,41.7,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3441,1.3000000000000043,0.0,1.3000000000000043,0.0,0.0,65.4,85.02000000000028,2022-03-01
2022-03-19,WELL-0001,19.64,4.36,31.5,49.2,48.9,2419.9,72.4,60.82,40.7,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3442,9.200000000000003,7.393833333333334,1.8061666666666687,0.0,4.36,64.06,589.3520000000002,2022-03-01
2022-03-20,WELL-0001,24.0,0.0,40.2,67.0,54.9,2250.2,73.8,57.73,40.6,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3443,0.3999999999999986,0.0,0.3999999999999986,0.0,0.0,64.79,25.91599999999991,2022-03-01
2022-03-21,WELL-0001,24.0,0.0,41.0,64.7,57.7,2402.5,75.1,58.46,41.0,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3444,0.0,0.0,0.0,0.0,0.0,66.95,0.0,2022-03-01
2022-03-22,WELL-0001,9.6,14.4,15.2,23.9,19.9,2350.8,72.3,56.7,39.9,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3445,24.7,23.939999999999998,0.7600000000000016,14.399999999999999,1.7763568394002505e-15,64.74,1599.0779999999997,2022-03-01
2022-03-23,WELL-0001,9.6,14.4,16.5,26.2,23.7,2366.8,74.0,58.96,41.3,pressure_psi_imputed,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3446,24.799999999999997,24.78,0.01999999999999602,14.399999999999999,1.7763568394002505e-15,65.67,1628.6159999999998,2022-03-01
2022-03-24,WELL-0001,9.6,14.4,14.9,23.8,20.6,2382.8,73.6,58.03,39.8,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3447,24.9,23.88,1.0199999999999996,14.399999999999999,1.7763568394002505e-15,65.39,1628.211,2022-03-01
2022-03-25,WELL-0001,21.08,2.92,33.6,50.7,50.0,2378.6,75.1,59.81,41.4,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3448,7.799999999999997,5.037,2.7629999999999972,2.92,0.0,65.49,510.8219999999998,2022-03-01
2022-03-26,WELL-0001,24.0,0.0,40.9,59.3,56.7,2338.2,72.3,58.09,41.9,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3449,1.0,0.0,1.0,0.0,0.0,64.64,64.64,2022-03-01
2022-03-28,WELL-0001,24.0,0.0,35.7,55.9,49.7,2317.2,75.2,58.2,39.6,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3451,3.8999999999999986,0.0,3.8999999999999986,0.0,0.0,65.43,255.17699999999994,2022-03-01
2022-03-29,WELL-0001,19.99,4.01,31.8,46.5,47.2,2400.1,73.5,59.75,39.1,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3452,7.300000000000001,6.532958333333333,0.7670416666666675,4.008,0.0019999999999997797,64.63,471.79900000000004,2022-03-01
2022-03-30,WELL-0001,2.55,21.45,3.9,6.1,5.3,2326.2,74.8,57.61,37.5,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3453,33.6,33.515625,0.08437500000000142,21.45,0.0,64.66,2172.576,2022-03-01
2022-03-31,WELL-0001,24.0,0.0,39.5,61.1,55.4,2344.9,72.8,58.38,40.8,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3454,1.2999999999999972,0.0,1.2999999999999972,0.0,0.0,66.01,85.81299999999982,2022-03-01
2022-04-01,WELL-0001,24.0,0.0,37.6,56.5,51.0,2324.0,73.3,57.56,38.9,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3455,1.2999999999999972,0.0,1.2999999999999972,0.0,0.0,74.3,96.58999999999979,2022-04-01
2022-04-02,WELL-0001,24.0,0.0,40.9,60.1,59.7,2341.0,72.4,59.34,40.9,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3456,0.0,0.0,0.0,0.0,0.0,74.58,0.0,2022-04-01
2022-04-03,WELL-0001,24.0,0.0,36.6,55.3,55.6,2352.7,70.1,60.3,36.6,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3457,0.0,0.0,0.0,0.0,0.0,74.25,0.0,2022-04-01
2022-04-04,WELL-0001,24.0,0.0,41.6,63.3,55.5,2321.1,71.0,57.16,41.7,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3458,0.10000000000000142,0.0,0.10000000000000142,0.0,0.0,74.6,7.460000000000106,2022-04-01
2022-04-05,WELL-0001,24.0,0.0,37.3,62.4,54.1,2420.2,74.3,59.19,37.3,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3459,0.0,0.0,0.0,0.0,0.0,74.2,0.0,2022-04-01
2022-04-06,WELL-0001,24.0,0.0,39.7,58.1,57.2,2394.0,73.0,59.03,40.9,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3460,1.1999999999999957,0.0,1.1999999999999957,0.0,0.0,73.62,88.3439999999997,2022-04-01
2022-04-07,WELL-0001,24.0,0.0,38.7,62.8,53.1,2390.8,71.6,57.84,40.3,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3461,1.5999999999999943,0.0,1.5999999999999943,0.0,0.0,74.06,118.49599999999958,2022-04-01
2022-04-08,WELL-0001,24.0,0.0,35.2,52.3,52.8,2355.5,72.3,60.0,39.6,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3462,4.399999999999999,0.0,4.399999999999999,0.0,0.0,74.27,326.7879999999999,2022-04-01
2022-04-09,WELL-0001,24.0,0.0,39.9,66.3,59.4,2284.3,74.8,59.82,40.0,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3463,0.10000000000000142,0.0,0.10000000000000142,0.0,0.0,74.58,7.458000000000106,2022-04-01
2022-04-10,WELL-0001,24.0,0.0,39.0,59.3,60.1,2409.6,73.4,60.65,39.0,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3464,0.0,0.0,0.0,0.0,0.0,74.39,0.0,2022-04-01
2022-04-11,WELL-0001,24.0,0.0,39.3,59.4,57.2,2357.2,75.5,59.27,39.5,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3465,0.20000000000000284,0.0,0.20000000000000284,0.0,0.0,74.74,14.948000000000212,2022-04-01
2022-04-12,WELL-0001,24.0,0.0,37.8,62.1,56.2,2404.8,73.7,59.79,40.8,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3466,3.0,0.0,3.0,0.0,0.0,74.28,222.84,2022-04-01
2022-04-13,WELL-0001,24.0,0.0,35.5,56.5,51.7,2302.5,74.3,59.29,39.2,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3467,3.700000000000003,0.0,3.700000000000003,0.0,0.0,74.35,275.0950000000002,2022-04-01
2022-04-14,WELL-0001,24.0,0.0,40.0,72.8,60.6,2279.2,74.2,60.24,40.2,,PNX-101,FIELD-001,Horizontal,Synthetic Reservoir R3,3468,0.20000000000000284,0.0,0.20000000000000284,0.0,0.0,74.58,14.916000000000212,2022-04-01
