date,material_id,supplier_id,warehouse_id,opening_stock,receipts,consumption,closing_stock,reorder_level,unit_cost,stockout_flag
2022-01-01,MAT-027,SUP-006,WH-004,15.5,0.0,1.0,14.5,6.0,657.37,0
2022-01-01,MAT-027,SUP-006,WH-001,15.5,0.0,0.0,15.5,6.0,657.37,0
2022-01-01,MAT-028,SUP-006,WH-001,15.5,0.0,0.0,15.5,6.0,1167.46,0
2022-01-01,MAT-028,SUP-006,WH-002,16.0,0.0,0.0,16.0,6.0,1167.46,0
2022/01/01,MAT-029,SUP-006,WH-002,16.0,0.0,0.0,16.0,6.0,511.8,0
2022-01-01,MAT-029,SUP-006,WH-003,13.5,0.0,0.0,13.5,5.0,511.8,0
2022-01-01,MAT-030,SUP-006,WH-003,18.0,0.0,0.0,18.0,7.0,609.7,0
2022-01-01,MAT-030,SUP-006,WH-004,18.5,0.0,0.0,18.5,7.0,609.7,0
2022-01-01,MAT-021,SUP-005,WH-004,29.5,0.0,0.0,29.5,10.0,208.55,0
2022-01-01,MAT-021,SUP-005,WH-001,21.0,0.0,0.0,21.0,7.0,208.55,0
2022-01-01,MAT-022,SUP-005,WH-001,19.0,0.0,0.0,19.0,6.0,115.12,0
2022-01-01,MAT-022,SUP-005,WH-002,21.5,0.0,1.0,20.5,7.0,115.12,0
2022-01-01,MAT-023,SUP-005,WH-002,18.5,0.0,0.0,18.5,6.0,129.58,0
2022-01-01,MAT-023,SUP-005,WH-003,31.5,0.0,1.0,30.5,10.0,129.58,0
2022-01-01,MAT-024,SUP-005,WH-003,18.0,0.0,0.0,18.0,6.0,176.74,0
2022-01-01,MAT-024,SUP-005,WH-004,31.0,0.0,1.0,30.0,10.0,176.74,0
2022-01-01,MAT-025,SUP-005,WH-004,30.5,0.0,0.0,30.5,10.0,127.95,0
2022-01-01,MAT-025,SUP-005,WH-001,27.5,0.0,0.0,27.5,9.0,127.95,0
2022-01-01,MAT-011,SUP-004,WH-001,230.0,0.0,1.0,229.0,62.0,56.76,0
2022-01-01,MAT-011,SUP-004,WH-002,196.0,0.0,2.0,194.0,53.0,56.76,0
2022-01-01,MAT-012,SUP-004,WH-002,165.0,0.0,5.0,160.0,35.0,50.61,0
2022-01-01,MAT-012,SUP-004,WH-003,121.0,0.0,2.0,119.0,26.0,50.61,0
2022-01-01,MAT-013,SUP-004,WH-003,277.5,0.0,5.0,272.5,70.0,111.4,0
2022-01-01,MAT-013,SUP-004,WH-004,153.5,0.0,5.0,148.5,39.0,111.4,0
01-Jan-2022,MAT-014,SUP-004,WH-004,156.0,0.0,3.0,153.0,33.0,50.38,0
2022-01-01,MAT-014,SUP-004,WH-001,213.0,0.0,13.0,200.0,45.0,50.38,0
2022-01-01,MAT-015,SUP-004,WH-001,169.5,0.0,4.0,165.5,36.0,46.55,0
2022-01-01,MAT-015,SUP-004,WH-002,180.5,0.0,5.0,175.5,38.0,46.55,0
2022-01-01,MAT-031,SUP-007,WH-002,15.0,0.0,0.0,15.0,6.0,1350.5,0
2022-01-01,MAT-031,SUP-007,WH-003,15.0,0.0,0.0,15.0,6.0,1350.5,0
2022-01-01,MAT-032,SUP-007,WH-003,12.5,0.0,0.0,12.5,5.0,1238.66,0
20220101,MAT-032,SUP-007,WH-004,15.0,0.0,0.0,15.0,6.0,1238.66,0
2022-01-01,MAT-033,SUP-007,WH-004,15.0,0.0,0.0,15.0,6.0,1179.71,0
2022-01-01,MAT-033,SUP-007,WH-001,12.5,0.0,0.0,12.5,5.0,1179.71,0
2022-01-01,MAT-034,SUP-007,WH-001,17.5,0.0,0.0,17.5,7.0,783.28,0
2022-01-01,MAT-034,SUP-007,WH-002,15.0,0.0,1.0,14.0,6.0,783.28,0
2022-01-01,MAT-035,SUP-007,WH-002,15.0,0.0,0.0,15.0,6.0,1653.49,0
01-Jan-2022,MAT-035,SUP-007,WH-003,17.5,0.0,1.0,16.5,7.0,1653.49,0
01-Jan-2022,MAT-001,SUP-001,WH-003,22.0,0.0,0.0,22.0,8.0,104.84,0
2022-01-01,MAT-001,SUP-001,WH-004,22.0,0.0,0.0,22.0,8.0,104.84,0
2022-01-01,MAT-002,SUP-002,WH-004,24.0,0.0,0.0,24.0,8.0,241.37,0
2022-01-01,MAT-002,SUP-002,WH-001,24.0,0.0,0.0,24.0,8.0,241.37,0
2022-01-01,MAT-003,SUP-002,WH-001,28.0,0.0,0.0,28.0,9.0,250.33,0
01-Jan-2022,MAT-003,SUP-002,WH-002,20.5,0.0,1.0,19.5,7.0,250.33,0
2022-01-01,MAT-004,SUP-002,WH-002,27.5,0.0,1.0,26.5,9.0,108.45,0
20220101,MAT-004,SUP-002,WH-003,21.0,0.0,0.0,21.0,7.0,108.45,0
2022-01-01,MAT-005,SUP-001,WH-003,19.5,0.0,0.0,19.5,7.0,187.34,0
2022-01-01,MAT-005,SUP-001,WH-004,31.5,0.0,0.0,31.5,11.0,187.34,0
2022-01-01,MAT-016,SUP-003,WH-004,10.0,0.0,0.0,10.0,4.0,1875.37,0
2022-01-01,MAT-016,SUP-003,WH-001,13.0,0.0,0.0,13.0,5.0,1875.37,0
2022-01-01,MAT-017,SUP-003,WH-001,10.5,0.0,0.0,10.5,4.0,3463.71,0
2022-01-01,MAT-017,SUP-003,WH-002,15.5,0.0,0.0,15.5,6.0,3463.71,0
2022-01-01,MAT-018,SUP-003,WH-002,12.5,0.0,0.0,12.5,5.0,2366.63,0
01-Jan-2022,MAT-018,SUP-003,WH-003,12.5,0.0,0.0,12.5,5.0,2366.63,0
2022-01-01,MAT-019,SUP-003,WH-003,12.5,0.0,0.0,12.5,5.0,2922.43,0
2022-01-01,MAT-019,SUP-003,WH-004,10.5,0.0,0.0,10.5,4.0,2922.43,0
2022-01-01,MAT-020,SUP-003,WH-004,10.5,0.0,0.0,10.5,4.0,1627.96,0
2022-01-01,MAT-020,SUP-003,WH-001,10.0,0.0,0.0,10.0,4.0,1627.96,0
2022-01-02,MAT-006,SUP-001,WH-001,19.0,0.0,0.0,19.0,7.0,630.77,0
2022-01-02,MAT-006,SUP-001,WH-002,13.5,0.0,0.0,13.5,5.0,630.77,0
20220102,MAT-007,SUP-001,WH-002,13.5,0.0,1.0,12.5,5.0,1810.3,0
2022-01-02,MAT-007,SUP-001,WH-003,17.0,0.0,0.0,17.0,6.0,1810.3,0
2022-01-02,MAT-008,SUP-001,WH-003,16.5,0.0,0.0,16.5,6.0,636.55,0
2022-01-02,MAT-008,SUP-001,WH-004,10.5,0.0,0.0,10.5,4.0,636.55,0
2022-01-02,MAT-009,SUP-002,WH-004,13.0,0.0,1.0,12.0,5.0,677.13,0
2022-01-02,MAT-009,SUP-002,WH-001,14.0,0.0,0.0,14.0,5.0,677.13,0
2022-01-02,MAT-010,SUP-002,WH-001,8.5,0.0,1.0,7.5,3.0,856.73,0
2022-01-02,MAT-010,SUP-002,WH-002,14.5,0.0,0.0,14.5,5.0,856.73,0
02-Jan-2022,MAT-036,SUP-008,WH-002,128.0,0.0,3.0,125.0,33.0,75.97,0
2022-01-02,MAT-036,SUP-008,WH-003,192.0,0.0,10.0,182.0,49.0,75.97,0
2022-01-02,MAT-037,SUP-004,WH-003,170.0,0.0,3.0,167.0,40.0,108.65,0
2022-01-02,MAT-037,SUP-004,WH-004,107.0,0.0,5.0,102.0,26.0,108.65,0
2022-01-02,MAT-038,SUP-008,WH-004,108.5,0.0,6.0,102.5,30.0,70.54,0
2022-01-02,MAT-038,SUP-008,WH-001,155.0,0.0,1.0,154.0,42.0,70.54,0
2022-01-02,MAT-039,SUP-008,WH-001,219.5,0.0,6.0,213.5,63.0,95.74,0
2022-01-02,MAT-039,SUP-008,WH-002,178.0,0.0,3.0,175.0,52.0,95.74,0
2022-01-02,MAT-040,SUP-008,WH-002,103.0,0.0,1.0,102.0,27.0,97.48,0
2022-01-02,MAT-040,SUP-008,WH-003,155.0,0.0,4.0,151.0,40.0,97.48,0
2022-01-02,MAT-026,SUP-006,WH-003,13.5,0.0,0.0,13.5,5.0,433.64,0
2022-01-02,MAT-026,SUP-006,WH-004,13.0,0.0,0.0,13.0,5.0,433.64,0
2022-01-02,MAT-027,SUP-006,WH-004,14.5,0.0,1.0,13.5,6.0,657.37,0
2022-01-02,MAT-027,SUP-006,WH-001,15.5,0.0,1.0,14.5,6.0,657.37,0
2022-01-02,MAT-028,SUP-006,WH-001,15.5,0.0,2.0,13.5,6.0,1167.46,0
2022-01-02,MAT-028,SUP-006,WH-002,16.0,0.0,0.0,16.0,6.0,1167.46,0
2022-01-02,MAT-029,SUP-006,WH-002,16.0,0.0,0.0,16.0,6.0,511.8,0
2022-01-02,MAT-029,SUP-006,WH-003,13.5,0.0,0.0,13.5,5.0,511.8,0
2022-01-02,MAT-030,SUP-006,WH-003,18.0,0.0,0.0,18.0,7.0,609.7,0
2022-01-02,MAT-030,SUP-006,WH-004,18.5,0.0,1.0,17.5,7.0,609.7,0
2022-01-02,MAT-021,SUP-005,WH-004,29.5,0.0,0.0,29.5,10.0,208.55,0
2022-01-02,MAT-021,SUP-005,WH-001,21.0,0.0,0.0,21.0,7.0,208.55,0
2022-01-02,MAT-022,SUP-005,WH-001,19.0,0.0,0.0,19.0,6.0,115.12,0
2022-01-02,MAT-022,SUP-005,WH-002,20.5,0.0,0.0,20.5,7.0,115.12,0
2022-01-02,MAT-023,SUP-005,WH-002,18.5,0.0,0.0,18.5,6.0,129.58,0
02-Jan-2022,MAT-023,SUP-005,WH-003,30.5,0.0,0.0,30.5,10.0,129.58,0
02-Jan-2022,MAT-024,SUP-005,WH-003,18.0,0.0,1.0,17.0,6.0,176.74,0
2022-01-02,MAT-024,SUP-005,WH-004,30.0,0.0,0.0,30.0,10.0,176.74,0
2022-01-02,MAT-025,SUP-005,WH-004,30.5,0.0,0.0,30.5,10.0,127.95,0
2022-01-02,MAT-025,SUP-005,WH-001,27.5,0.0,1.0,26.5,9.0,127.95,0
20220102,MAT-011,SUP-004,WH-001,229.0,0.0,3.0,226.0,62.0,56.76,0
02-Jan-2022,MAT-011,SUP-004,WH-002,194.0,0.0,8.0,186.0,53.0,56.76,0
2022-01-02,MAT-012,SUP-004,WH-002,160.0,0.0,5.0,155.0,35.0,50.61,0
2022-01-02,MAT-012,SUP-004,WH-003,119.0,0.0,2.0,117.0,26.0,50.61,0
2022-01-02,MAT-013,SUP-004,WH-003,272.5,0.0,9.0,263.5,70.0,111.4,0
2022-01-02,MAT-013,SUP-004,WH-004,148.5,0.0,10.0,138.5,39.0,111.4,0
2022-01-02,MAT-014,SUP-004,WH-004,153.0,0.0,6.0,147.0,33.0,50.38,0
02-Jan-2022,MAT-014,SUP-004,WH-001,200.0,0.0,5.0,195.0,45.0,50.38,0
2022-01-02,MAT-015,SUP-004,WH-001,165.5,0.0,8.0,157.5,36.0,46.55,0
2022-01-02,MAT-015,SUP-004,WH-002,175.5,0.0,4.0,171.5,38.0,46.55,0
2022-01-02,MAT-031,SUP-007,WH-002,15.0,0.0,0.0,15.0,6.0,1350.5,0
2022-01-02,MAT-031,SUP-007,WH-003,15.0,0.0,0.0,15.0,6.0,1350.5,0
02-Jan-2022,MAT-032,SUP-007,WH-003,12.5,0.0,1.0,11.5,5.0,1238.66,0
2022-01-02,MAT-032,SUP-007,WH-004,15.0,0.0,0.0,15.0,6.0,1238.66,0
2022-01-02,MAT-033,SUP-007,WH-004,15.0,0.0,0.0,15.0,6.0,1179.71,0
02-Jan-2022,MAT-033,SUP-007,WH-001,12.5,0.0,0.0,12.5,5.0,1179.71,0
2022-01-02,MAT-034,SUP-007,WH-001,17.5,0.0,0.0,17.5,7.0,783.28,0
2022-01-02,MAT-034,SUP-007,WH-002,14.0,0.0,0.0,14.0,6.0,783.28,0
2022-01-02,MAT-035,SUP-007,WH-002,15.0,0.0,0.0,15.0,6.0,1653.49,0
2022-01-02,MAT-035,SUP-007,WH-003,16.5,0.0,1.0,15.5,7.0,1653.49,0
2022-01-02,MAT-001,SUP-001,WH-003,22.0,0.0,0.0,22.0,8.0,104.84,0
2022-01-02,MAT-001,SUP-001,WH-004,22.0,0.0,0.0,22.0,8.0,104.84,0
2022-01-02,MAT-002,SUP-002,WH-004,24.0,0.0,1.0,23.0,8.0,241.37,0
2022-01-02,MAT-002,SUP-002,WH-001,24.0,0.0,0.0,24.0,8.0,241.37,0
2022/01/02,MAT-003,SUP-002,WH-001,28.0,0.0,0.0,28.0,9.0,250.33,0
2022-01-02,MAT-003,SUP-002,WH-002,19.5,0.0,0.0,19.5,7.0,250.33,0
2022-01-02,MAT-004,SUP-002,WH-002,26.5,0.0,0.0,26.5,9.0,108.45,0
2022-01-02,MAT-004,SUP-002,WH-003,21.0,0.0,0.0,21.0,7.0,108.45,0
2022-01-02,MAT-005,SUP-001,WH-003,19.5,0.0,0.0,19.5,7.0,187.34,0
2022-01-02,MAT-005,SUP-001,WH-004,31.5,0.0,0.0,31.5,11.0,187.34,0
2022-01-02,MAT-016,SUP-003,WH-004,10.0,0.0,0.0,10.0,4.0,1875.37,0
2022-01-02,MAT-016,SUP-003,WH-001,13.0,0.0,0.0,13.0,5.0,1875.37,0
2022-01-02,MAT-017,SUP-003,WH-001,10.5,0.0,0.0,10.5,4.0,3463.71,0
2022-01-02,MAT-017,SUP-003,WH-002,15.5,0.0,0.0,15.5,6.0,3463.71,0
2022-01-02,MAT-018,SUP-003,WH-002,12.5,0.0,0.0,12.5,5.0,2366.63,0
2022-01-02,MAT-018,SUP-003,WH-003,12.5,0.0,0.0,12.5,5.0,2366.63,0
2022-01-02,MAT-019,SUP-003,WH-003,12.5,0.0,0.0,12.5,5.0,2922.43,0
2022-01-02,MAT-019,SUP-003,WH-004,10.5,0.0,0.0,10.5,4.0,2922.43,0
2022-01-02,MAT-020,SUP-003,WH-004,10.5,0.0,0.0,10.5,4.0,1627.96,0
02-Jan-2022,MAT-020,SUP-003,WH-001,10.0,0.0,0.0,10.0,4.0,1627.96,0
03-Jan-2022,MAT-006,,WH-001,19.0,0.0,0.0,19.0,7.0,630.77,0
2022-01-03,MAT-006,SUP-001,WH-002,13.5,0.0,0.0,13.5,5.0,630.77,0
2022-01-03,MAT-007,SUP-001,WH-002,12.5,0.0,0.0,12.5,5.0,1810.3,0
03-Jan-2022,MAT-007,SUP-001,WH-003,17.0,0.0,0.0,17.0,6.0,1810.3,0
2022-01-03,MAT-008,SUP-001,WH-003,16.5,0.0,0.0,16.5,6.0,636.55,0
03-Jan-2022,MAT-008,SUP-001,WH-004,10.5,0.0,0.0,10.5,4.0,636.55,0
2022-01-03,MAT-009,SUP-002,WH-004,12.0,0.0,0.0,12.0,5.0,677.13,0
2022-01-03,MAT-009,SUP-002,WH-001,14.0,0.0,0.0,14.0,5.0,677.13,0
03-Jan-2022,MAT-010,SUP-002,WH-001,7.5,0.0,0.0,7.5,3.0,856.73,0
2022-01-03,MAT-010,SUP-002,WH-002,14.5,0.0,2.0,12.5,5.0,856.73,0
20220103,MAT-036,SUP-008,WH-002,125.0,0.0,1.0,124.0,33.0,75.97,0
2022-01-03,MAT-036,SUP-008,WH-003,182.0,0.0,6.0,176.0,49.0,75.97,0
20220103,MAT-037,SUP-004,WH-003,167.0,0.0,5.0,162.0,40.0,108.65,0
2022-01-03,MAT-037,SUP-004,WH-004,102.0,0.0,4.0,98.0,26.0,108.65,0
20220103,MAT-038,SUP-008,WH-004,102.5,0.0,3.0,99.5,30.0,70.54,0
2022-01-03,MAT-038,SUP-008,WH-001,154.0,0.0,5.0,149.0,42.0,70.54,0
2022-01-03,MAT-039,SUP-008,WH-001,213.5,0.0,6.0,207.5,63.0,95.74,0
2022-01-03,MAT-039,SUP-008,WH-002,175.0,0.0,2.0,173.0,52.0,95.74,0
2022-01-03,MAT-040,SUP-008,WH-002,102.0,0.0,1.0,101.0,27.0,97.48,0
2022-01-03,MAT-040,SUP-008,WH-003,151.0,0.0,3.0,148.0,40.0,97.48,0
2022/01/03,MAT-026,SUP-006,WH-003,13.5,0.0,0.0,13.5,5.0,433.64,0
2022-01-03,MAT-026,SUP-006,WH-004,13.0,0.0,0.0,13.0,5.0,433.64,0
2022-01-03,MAT-027,SUP-006,WH-004,13.5,0.0,0.0,13.5,6.0,657.37,0
2022-01-03,MAT-027,SUP-006,WH-001,14.5,0.0,1.0,13.5,6.0,657.37,0
2022-01-03,MAT-028,SUP-006,WH-001,13.5,0.0,0.0,13.5,6.0,1167.46,0
2022-01-03,MAT-028,SUP-006,WH-002,16.0,0.0,1.0,15.0,6.0,1167.46,0
2022-01-03,MAT-029,SUP-006,WH-002,16.0,0.0,0.0,16.0,6.0,511.8,0
2022-01-03,MAT-029,SUP-006,WH-003,13.5,0.0,0.0,13.5,5.0,511.8,0
2022-01-03,MAT-030,SUP-006,WH-003,18.0,0.0,0.0,18.0,7.0,609.7,0
2022-01-03,MAT-030,SUP-006,WH-004,17.5,0.0,0.0,17.5,7.0,609.7,0
2022-01-03,MAT-021,SUP-005,WH-004,29.5,0.0,2.0,27.5,10.0,208.55,0
2022/01/03,MAT-021,SUP-005,WH-001,21.0,0.0,0.0,21.0,7.0,208.55,0
2022-01-03,MAT-022,SUP-005,WH-001,19.0,0.0,0.0,19.0,6.0,115.12,0
2022-01-03,MAT-022,SUP-005,WH-002,20.5,0.0,0.0,20.5,7.0,115.12,0
2022-01-03,MAT-023,SUP-005,WH-002,18.5,0.0,0.0,18.5,6.0,129.58,0
2022-01-03,MAT-023,,WH-003,30.5,0.0,0.0,30.5,10.0,129.58,0
2022/01/03,MAT-024,SUP-005,WH-003,17.0,0.0,0.0,17.0,6.0,176.74,0
2022-01-03,MAT-024,SUP-005,WH-004,30.0,0.0,2.0,28.0,10.0,176.74,0
03-Jan-2022,MAT-025,SUP-005,WH-004,30.5,0.0,0.0,30.5,10.0,127.95,0
20220103,MAT-025,SUP-005,WH-001,26.5,0.0,0.0,26.5,9.0,127.95,0
2022-01-03,MAT-011,SUP-004,WH-001,226.0,0.0,10.0,216.0,62.0,56.76,0
20220103,MAT-011,SUP-004,WH-002,186.0,0.0,3.0,183.0,53.0,56.76,0
2022-01-03,MAT-012,SUP-004,WH-002,155.0,0.0,2.0,153.0,35.0,50.61,0
2022-01-03,MAT-012,SUP-004,WH-003,117.0,0.0,8.0,109.0,26.0,50.61,0
20220103,MAT-013,SUP-004,WH-003,263.5,0.0,9.0,254.5,70.0,111.4,0
2022-01-03,MAT-013,SUP-004,WH-004,138.5,0.0,3.0,135.5,39.0,111.4,0
2022-01-03,MAT-014,SUP-004,WH-004,147.0,0.0,1.0,146.0,33.0,50.38,0
2022-01-03,MAT-014,SUP-004,WH-001,195.0,0.0,5.0,190.0,45.0,50.38,0
20220103,MAT-015,SUP-004,WH-001,157.5,0.0,6.0,151.5,36.0,46.55,0
2022-01-03,MAT-015,SUP-004,WH-002,171.5,0.0,7.0,164.5,38.0,46.55,0
2022-01-03,MAT-031,SUP-007,WH-002,15.0,0.0,0.0,15.0,6.0,1350.5,0
2022-01-03,MAT-031,SUP-007,WH-003,15.0,0.0,0.0,15.0,6.0,1350.5,0
2022-01-03,MAT-032,SUP-007,WH-003,11.5,0.0,0.0,11.5,5.0,1238.66,0
2022-01-03,MAT-032,SUP-007,WH-004,15.0,0.0,0.0,15.0,6.0,1238.66,0
2022-01-03,MAT-033,SUP-007,WH-004,15.0,0.0,0.0,15.0,6.0,1179.71,0
2022-01-03,MAT-033,SUP-007,WH-001,12.5,0.0,0.0,12.5,5.0,1179.71,0
2022-01-03,MAT-034,SUP-007,WH-001,17.5,0.0,0.0,17.5,7.0,783.28,0
2022-01-03,MAT-034,SUP-007,WH-002,14.0,0.0,0.0,14.0,6.0,783.28,0
2022-01-03,MAT-035,SUP-007,WH-002,15.0,0.0,0.0,15.0,6.0,1653.49,0
03-Jan-2022,MAT-035,SUP-007,WH-003,15.5,0.0,0.0,15.5,7.0,1653.49,0
2022-01-03,MAT-001,SUP-001,WH-003,22.0,0.0,0.0,22.0,8.0,104.84,0
2022-01-03,MAT-001,SUP-001,WH-004,22.0,0.0,0.0,22.0,8.0,104.84,0
03-Jan-2022,MAT-002,SUP-002,WH-004,23.0,0.0,0.0,23.0,8.0,241.37,0
2022-01-03,MAT-002,SUP-002,WH-001,24.0,0.0,1.0,23.0,8.0,241.37,0
2022-01-03,MAT-003,SUP-002,WH-001,28.0,0.0,1.0,27.0,9.0,250.33,0
2022-01-03,MAT-003,SUP-002,WH-002,19.5,0.0,0.0,19.5,7.0,250.33,0
2022-01-03,MAT-004,SUP-002,WH-002,26.5,0.0,0.0,26.5,9.0,108.45,0
03-Jan-2022,MAT-004,SUP-002,WH-003,21.0,0.0,0.0,21.0,7.0,108.45,0
2022-01-03,MAT-005,SUP-001,WH-003,19.5,0.0,0.0,19.5,7.0,187.34,0
2022-01-03,MAT-005,SUP-001,WH-004,31.5,0.0,1.0,30.5,11.0,187.34,0
2022-01-03,MAT-016,SUP-003,WH-004,10.0,0.0,0.0,10.0,4.0,1875.37,0
20220103,MAT-016,SUP-003,WH-001,13.0,0.0,0.0,13.0,5.0,1875.37,0
2022-01-03,MAT-017,SUP-003,WH-001,10.5,0.0,0.0,10.5,4.0,3463.71,0
2022-01-03,MAT-017,SUP-003,WH-002,15.5,0.0,0.0,15.5,6.0,3463.71,0
2022-01-03,MAT-018,SUP-003,WH-002,12.5,0.0,0.0,12.5,5.0,2366.63,0
2022-01-03,MAT-018,SUP-003,WH-003,12.5,0.0,0.0,12.5,5.0,2366.63,0
2022-01-03,MAT-019,SUP-003,WH-003,12.5,0.0,0.0,12.5,5.0,2922.43,0
2022-01-03,MAT-019,SUP-003,WH-004,10.5,0.0,0.0,10.5,4.0,2922.43,0
2022-01-03,MAT-020,SUP-003,WH-004,10.5,0.0,0.0,10.5,4.0,1627.96,0
2022-01-03,MAT-020,SUP-003,WH-001,10.0,0.0,0.0,10.0,4.0,1627.96,0
2022-01-04,MAT-006,SUP-001,WH-001,19.0,0.0,0.0,19.0,7.0,630.77,0
2022-01-04,MAT-006,SUP-001,WH-002,13.5,0.0,0.0,13.5,5.0,630.77,0
2022-01-04,MAT-007,SUP-001,WH-002,12.5,0.0,0.0,12.5,5.0,1810.3,0
2022-01-04,MAT-007,SUP-001,WH-003,17.0,0.0,0.0,17.0,6.0,1810.3,0
2022-01-04,MAT-008,SUP-001,WH-003,16.5,0.0,0.0,16.5,6.0,636.55,0
2022-01-04,MAT-008,SUP-001,WH-004,10.5,0.0,0.0,10.5,4.0,636.55,0
04-Jan-2022,MAT-009,SUP-002,WH-004,12.0,0.0,0.0,12.0,5.0,677.13,0
04-Jan-2022,MAT-009,SUP-002,WH-001,14.0,0.0,0.0,14.0,5.0,677.13,0
2022-01-04,MAT-010,SUP-002,WH-001,7.5,0.0,0.0,7.5,3.0,856.73,0
2022-01-04,MAT-010,SUP-002,WH-002,12.5,0.0,0.0,12.5,5.0,856.73,0
2022-01-04,MAT-036,SUP-008,WH-002,124.0,0.0,7.0,117.0,33.0,75.97,0
2022-01-04,MAT-036,SUP-008,WH-003,176.0,0.0,6.0,170.0,49.0,75.97,0
2022-01-04,MAT-037,SUP-004,WH-003,162.0,0.0,7.0,155.0,40.0,108.65,0
2022-01-04,MAT-037,SUP-004,WH-004,98.0,0.0,4.0,94.0,26.0,108.65,0
04-Jan-2022,MAT-038,SUP-008,WH-004,99.5,0.0,3.0,96.5,30.0,70.54,0
04-Jan-2022,MAT-038,SUP-008,WH-001,149.0,0.0,5.0,144.0,42.0,70.54,0
2022-01-04,MAT-039,SUP-008,WH-001,207.5,0.0,6.0,201.5,63.0,95.74,0
2022-01-04,MAT-039,SUP-008,WH-002,173.0,0.0,4.0,169.0,52.0,95.74,0
2022-01-04,MAT-040,SUP-008,WH-002,101.0,0.0,2.0,99.0,27.0,97.48,0
2022-01-04,MAT-040,SUP-008,WH-003,148.0,0.0,5.0,143.0,40.0,97.48,0
2022-01-04,MAT-026,SUP-006,WH-003,13.5,0.0,0.0,13.5,5.0,433.64,0
2022-01-04,MAT-026,SUP-006,WH-004,13.0,0.0,0.0,13.0,5.0,433.64,0
2022-01-04,MAT-027,SUP-006,WH-004,13.5,0.0,1.0,12.5,6.0,657.37,0
2022-01-04,MAT-027,SUP-006,WH-001,13.5,0.0,1.0,12.5,6.0,657.37,0
2022-01-04,MAT-028,SUP-006,WH-001,13.5,0.0,0.0,13.5,6.0,1167.46,0
2022-01-04,MAT-028,SUP-006,WH-002,15.0,0.0,0.0,15.0,6.0,1167.46,0
2022-01-04,MAT-029,SUP-006,WH-002,16.0,0.0,1.0,15.0,6.0,511.8,0
2022/01/04,MAT-029,SUP-006,WH-003,13.5,0.0,1.0,12.5,5.0,511.8,0
2022-01-04,MAT-030,SUP-006,WH-003,18.0,0.0,0.0,18.0,7.0,609.7,0
2022-01-04,MAT-030,SUP-006,WH-004,17.5,0.0,0.0,17.5,7.0,609.7,0
2022-01-04,MAT-021,SUP-005,WH-004,27.5,0.0,0.0,27.5,10.0,208.55,0
2022-01-04,MAT-021,SUP-005,WH-001,21.0,0.0,0.0,21.0,7.0,208.55,0
2022-01-04,MAT-022,SUP-005,WH-001,19.0,0.0,1.0,18.0,6.0,115.12,0
2022-01-04,MAT-022,SUP-005,WH-002,20.5,0.0,1.0,19.5,7.0,115.12,0
2022-01-04,MAT-023,SUP-005,WH-002,18.5,0.0,0.0,18.5,6.0,129.58,0
2022-01-04,MAT-023,SUP-005,WH-003,30.5,0.0,2.0,28.5,10.0,129.58,0
