customer_id,segment,region,total_orders,total_sales,total_profit,total_quantity,first_order_date,last_order_date,repeat_customer,avg_order_value,revenue_contribution_pct,profit_contribution_pct
RW-19540,Corporate,West,7,7397.401,1586.6273,89,2024-02-03,2026-09-01,True,1056.7715714285714,0.3179579526228705,0.5428137498423495
BM-11650,Corporate,Central,11,7294.185,2199.2781,95,2023-07-09,2026-11-27,True,663.1077272727273,0.3135214825656272,0.7524126128468593
PP-18955,Home Office,East,10,7252.608,1495.0854,138,2023-08-26,2026-09-24,True,725.2608,0.31173440386106577,0.5114956186046647
NW-18400,Consumer,East,7,7234.014,1023.1229999999999,78,2023-06-21,2026-07-11,True,1033.4305714285715,0.31093518935707043,0.35002878885290456
Dp-13240,Home Office,West,11,7198.761,333.3647999999999,99,2023-05-26,2026-10-07,True,654.4328181818182,0.30941993126793693,0.11405009680184174
NF-18595,Home Office,West,11,7003.068,1167.0987,103,2023-03-13,2026-09-07,True,636.6425454545455,0.301008579007511,0.3992854665888651
FH-14365,Corporate,South,8,6987.196,2050.2826,52,2023-10-20,2026-12-25,True,873.3995,0.3003263625609468,0.701438571202274
RH-19510,Home Office,Central,6,6979.18,1289.4535,43,2023-11-16,2025-09-19,True,1163.1966666666667,0.29998181574670424,0.4411452453782574
PS-19045,Home Office,South,7,6843.634,1742.7296999999999,47,2023-12-20,2026-05-08,True,977.662,0.2941557251175468,0.5962191898618111
BB-11545,Corporate,Central,9,6765.728,1015.0749999999998,83,2024-06-05,2026-12-02,True,751.7475555555556,0.29080713927543317,0.34727542323343535
JE-15745,Consumer,West,13,6760.815,221.7967000000001,90,2023-06-22,2026-11-09,True,520.0626923076923,0.29059596680807115,0.07588064218336511
YS-21880,Corporate,East,8,6720.4439999999995,1778.2923,58,2024-01-12,2026-12-21,True,840.0554999999999,0.28886072486223935,0.6083857952518379
AR-10540,Consumer,East,6,6608.448,2884.6207999999997,33,2023-11-25,2026-12-24,True,1101.4080000000001,0.2840468694470806,0.9868806828933537
DR-12880,Corporate,East,9,6528.034,1641.8613,103,2024-09-25,2026-12-27,True,725.3371111111111,0.2805904837783551,0.5617102951487314
GK-14620,Corporate,West,9,6497.27,1448.5525,66,2023-06-25,2026-09-09,True,721.9188888888889,0.279268173624493,0.4955758761799384
JA-15970,Consumer,West,8,6491.026,-819.4217,87,2023-09-17,2026-09-29,True,811.37825,0.2789997916000255,-0.2803389086266149
NM-18445,Home Office,West,7,6459.344,2751.6849,44,2023-02-08,2026-07-23,True,922.7634285714286,0.27763802361489165,0.9414009193927084
VD-21670,Consumer,West,6,6442.254,1617.7874,71,2023-08-04,2025-05-28,True,1073.709,0.2769034546209538,0.5534741807617358
SB-20185,Consumer,Central,6,6410.996,885.4623999999999,45,2023-09-20,2026-06-25,True,1068.4993333333334,0.2755599111679105,0.30293262046380165
JG-15160,Consumer,East,11,6366.392,1415.6664,70,2023-05-30,2026-12-29,True,578.762909090909,0.273642724777881,0.4843249496021022
DM-13015,Consumer,East,7,6345.103,1677.3931,87,2023-09-14,2026-11-03,True,906.4432857142857,0.2727276727409037,0.5738663633045286
CM-12655,Home Office,Central,6,6339.5576,1572.4585,42,2024-03-19,2026-12-03,True,1056.5929333333333,0.2724893182119989,0.5379663484023477
WB-21850,Consumer,West,13,6327.268,692.3908,154,2023-11-04,2026-12-10,True,486.71292307692306,0.27196108186864615,0.23687935188329623
MJ-17740,Consumer,South,7,6320.746,1054.5529000000001,50,2024-06-09,2026-12-08,True,902.9637142857143,0.27168075074059095,0.3607815232071982
BH-11710,Consumer,West,8,6255.351,802.7897999999998,97,2023-06-09,2026-12-07,True,781.918875,0.26886991754231326,0.2746488363544417
RL-19615,Consumer,West,8,6234.91,488.1483999999999,101,2023-12-05,2026-08-31,True,779.36375,0.2679913145695173,0.16700435161020052
VW-21775,Corporate,Central,10,6134.0380000000005,-874.6644999999999,77,2023-05-11,2026-12-02,True,613.4038,0.2636555952274167,-0.29923846457134806
SD-20485,Home Office,South,9,6121.114,1985.1671999999999,82,2023-01-26,2026-06-13,True,680.1237777777777,0.2631000908577471,0.6791614211453675
QJ-19255,Corporate,East,9,6108.338,1203.6768,61,2023-03-17,2026-12-05,True,678.7042222222221,0.2625509478813545,0.4117994928022729
AD-10180,Home Office,East,8,6106.88,1869.9294000000002,40,2023-11-19,2026-12-01,True,763.36,0.2624882795610993,0.6397364961225959
CB-12025,Consumer,East,10,6076.139,150.20890000000006,122,2023-03-21,2026-11-13,True,607.6139000000001,0.2611669580021383,0.051389167619071294
GM-14695,Corporate,South,3,6049.966,188.72350000000012,44,2023-04-05,2026-09-04,True,2016.6553333333334,0.2600419799870221,0.06456570532876417
SC-20380,Consumer,Central,9,5992.536,236.6615,80,2023-03-01,2026-11-30,True,665.8373333333334,0.2575735015012497,0.08096615774751588
KH-16690,Corporate,South,7,5990.799,1227.5091,69,2023-03-21,2026-12-28,True,855.8284285714286,0.25749884109501975,0.41995295148180517
RM-19675,Home Office,East,5,5979.096,1902.5438,39,2023-11-14,2026-12-24,True,1195.8192,0.2569958182198849,0.6508944692413353
KH-16510,Consumer,Central,7,5952.859,656.1161999999999,91,2023-08-15,2026-12-08,True,850.4084285714287,0.25586808933200034,0.22446915848120913
CP-12340,Corporate,East,8,5888.275,-1850.3029000000001,59,2023-03-17,2026-07-23,True,736.034375,0.2530921148495847,-0.6330219173041922
BD-11320,Consumer,Central,12,5718.521,1094.5037,75,2024-05-31,2026-11-27,True,476.54341666666664,0.24579568272571545,0.37444941078054433
SM-20950,Corporate,East,14,5695.79,610.1142,103,2023-09-29,2026-12-05,True,406.84214285714285,0.24481865008667497,0.20873104649974522
CS-12505,Consumer,West,6,5690.055,-6626.3895,40,2023-03-26,2026-11-02,True,948.3425000000001,0.24457214609719383,-2.2670070862961778
AM-10705,Consumer,East,8,5664.022,1085.7326,81,2023-10-31,2026-07-21,True,708.00275,0.2434531856162585,0.3714486596392762
RB-19795,Home Office,Central,8,5633.316,-461.7332,92,2023-06-03,2026-11-28,True,704.1645,0.24213336844084274,-0.1579672363627599
KM-16375,Home Office,Central,8,5620.186,973.7901999999999,69,2023-07-20,2026-11-04,True,702.52325,0.24156900969944986,0.3331511502554705
AA-10315,Consumer,West,5,5563.56,-362.88250000000005,30,2023-03-31,2026-06-29,True,1112.712,0.2391350890528305,-0.12414863312711587
NP-18325,Consumer,West,6,5529.62,1208.8890000000001,77,2023-05-13,2026-12-05,True,921.6033333333334,0.23767626683783633,0.41358268021303307
AC-10450,Consumer,West,7,5527.846,1366.0097999999998,43,2023-10-31,2026-12-19,True,789.6922857142856,0.2376000160832871,0.4673365331980596
MH-18115,Home Office,Central,9,5503.093,170.9746,79,2025-08-23,2026-12-25,True,611.4547777777777,0.23653607305771993,0.0584934872567715
DP-13390,Home Office,West,9,5480.724,1571.8318000000002,50,2023-07-05,2026-01-06,True,608.9693333333333,0.23557460004277578,0.5377519430552152
EP-13915,Consumer,East,17,5478.0608,144.95780000000002,124,2023-07-06,2026-12-18,True,322.23887058823533,0.23546012934970056,0.04959267181832642
YC-21895,Corporate,East,5,5454.35,1305.629,31,2023-11-17,2026-12-26,True,1090.8700000000001,0.23444098256787133,0.4466791749977559
SP-20620,Corporate,East,9,5440.319,-270.4282,77,2023-09-08,2026-11-13,True,604.4798888888889,0.23383789669578578,-0.09251835343127958
LW-17215,Consumer,East,7,5420.514,837.2411,59,2023-09-12,2026-12-09,True,774.3591428571428,0.2329866305211258,0.2864352460172175
CP-12085,Corporate,East,8,5402.254,427.0258000000001,57,2023-12-04,2026-10-09,True,675.28175,0.23220177213439055,0.14609321028160124
TS-21205,Corporate,South,7,5371.09,862.8877000000001,67,2023-03-21,2026-06-15,True,767.2985714285714,0.23086226902572587,0.29520940937411094
TT-21460,Home Office,Central,7,5364.808,1124.4999,48,2024-12-08,2026-12-18,True,766.4011428571429,0.23059225367055222,0.3847116505661708
MW-18220,Consumer,West,7,5341.900000000001,1238.422,51,2023-08-25,2026-12-13,True,763.1285714285715,0.22960761314901168,0.4236864509436225
TP-21415,Consumer,East,5,5329.0048,-1087.3898,39,2024-11-28,2026-09-17,True,1065.80096,0.2290533466720879,-0.3720156175797066
TW-21025,Home Office,East,7,5278.826,737.3905000000001,57,2023-12-22,2026-10-27,True,754.118,0.2268965420709756,0.2522745589989061
DW-13480,Home Office,Central,5,5271.628,1348.7556,38,2023-06-01,2026-05-27,True,1054.3256,0.2265871548493042,0.4614335608979298
MW-18235,Corporate,South,2,5253.876,1665.516,13,2023-05-21,2026-11-16,True,2626.938,0.2258241315151682,0.5698029936724464
HR-14830,Corporate,West,7,5248.787,1196.9504,51,2023-11-24,2026-07-24,True,749.8267142857143,0.22560539414769307,0.40949827032429115
SC-20725,Consumer,West,11,5226.21,1276.6513,133,2023-06-03,2026-06-26,True,475.11,0.22463498079625158,0.4367653823894939
RP-19390,Consumer,East,12,5153.084,465.25030000000004,88,2023-05-24,2026-11-27,True,429.42366666666663,0.22149185076402808,0.15917049956109924
LR-16915,Consumer,West,6,5142.892,535.4763999999999,64,2023-08-08,2026-12-04,True,857.1486666666666,0.22105377427565978,0.1831961120523275
MP-18175,Home Office,East,9,5087.92,226.4529,78,2023-03-28,2026-12-14,True,565.3244444444445,0.21869094649714887,0.07747361198920162
AA-10645,Consumer,East,6,5086.9349999999995,857.8033,64,2023-06-22,2026-11-05,True,847.8224999999999,0.21864860884594758,0.2934699446430437
IL-15100,Consumer,West,7,5040.736,1121.937,60,2023-08-01,2026-08-10,True,720.1051428571428,0.21666286554864306,0.38383483635815163
KL-16555,Corporate,Central,8,5016.488,-182.78130000000002,84,2023-06-15,2026-12-14,True,627.061,0.21562062862851408,-0.06253277178204322
LB-16795,Home Office,East,8,4985.676,-52.19099999999997,76,2023-04-23,2026-07-31,True,623.2095,0.21429625532007565,-0.017855480249219235
DH-13075,Corporate,South,6,4932.872,1193.7404,81,2023-11-21,2026-03-28,True,822.1453333333334,0.2120266133565944,0.40840007156205255
IM-15070,Consumer,South,7,4930.474,514.6527,93,2023-12-19,2025-12-05,True,704.3534285714286,0.21192354159255325,0.1760719495709482
TT-21070,Consumer,East,7,4915.602,751.9567,66,2023-05-18,2026-11-29,True,702.2288571428571,0.21128430753299537,0.25725791812990906
KM-16720,Consumer,East,8,4909.472,745.7685,98,2023-03-30,2026-12-02,True,613.684,0.2110208255006467,0.2551408235565493
PO-19180,Home Office,East,9,4893.043,1155.4331,65,2024-08-11,2026-07-23,True,543.6714444444444,0.21031466786452002,0.3952944549126126
HK-14890,Corporate,Central,8,4877.784000000001,956.9451000000001,64,2023-06-10,2026-08-01,True,609.7230000000001,0.20965879962119077,0.3273881384268771
AJ-10780,Corporate,South,7,4867.344,150.71299999999997,62,2023-01-10,2026-10-16,True,695.3348571428571,0.20921006350084487,0.051561629300082
JK-15730,Consumer,Central,10,4867.2,55.0483000000001,88,2023-11-18,2026-10-07,True,486.71999999999997,0.20920387403711593,0.018833013994809404
AH-10210,Consumer,West,9,4805.344,1308.5546,53,2023-11-29,2026-12-24,True,533.9271111111111,0.20654515550645358,0.4476800754023681
DK-13225,Corporate,West,9,4802.394,209.89940000000007,70,2023-03-14,2026-12-20,True,533.5993333333333,0.20641835746478496,0.07181036176779468
RA-19915,Consumer,Central,9,4793.543,304.8673000000001,75,2023-06-30,2026-12-18,True,532.6158888888889,0.2060379203573921,0.10430058925452283
SA-20830,Consumer,West,10,4767.3415,610.1496000000001,75,2023-02-22,2026-10-28,True,476.73415000000006,0.20491171734424626,0.20874315747674935
JK-15640,Home Office,West,9,4760.433999999999,1172.5303000000001,41,2023-09-19,2026-07-03,True,528.937111111111,0.2046148165060001,0.40114371468761134
BW-11110,Corporate,Central,8,4750.358,921.2574,74,2024-03-20,2026-08-31,True,593.79475,0.20418172597452458,0.3151787340757425
TB-21520,Consumer,Central,9,4737.486,-1603.0451,85,2023-10-17,2026-09-14,True,526.3873333333333,0.2036284566889793,-0.5484305746519074
GB-14575,Consumer,East,5,4716.288,1135.8393,63,2024-06-12,2026-12-17,True,943.2575999999999,0.20271731604921953,0.3885910633526282
RB-19465,Home Office,Central,12,4715.466,640.5465999999999,85,2023-03-14,2026-12-21,True,392.95550000000003,0.20268198452710037,0.21914251815455804
ES-14080,Corporate,West,9,4657.924,246.66610000000009,77,2023-10-02,2026-12-02,True,517.5471111111111,0.20020869201398325,0.08438891143495893
DB-13270,Home Office,West,8,4655.897,841.8264,52,2023-02-04,2026-11-07,True,581.987125,0.20012156671552145,0.28800395965724634
KT-16480,Consumer,West,10,4642.088400000001,194.06709999999987,37,2023-03-10,2026-09-21,True,464.20884000000007,0.19952804012630612,0.06639384704399713
SC-20050,Home Office,West,9,4624.572,1011.7443,61,2023-03-18,2026-11-20,True,513.8413333333333,0.19877514344254876,0.3461359308292647
CC-12430,Home Office,West,12,4606.952,314.2226999999998,83,2023-05-20,2026-12-30,True,383.91266666666667,0.19801779378349754,0.10750123993995787
EM-14140,Home Office,West,6,4588.436,1319.3655,74,2023-07-19,2026-11-12,True,764.7393333333333,0.1972219319056887,0.45137867882874977
DB-13060,Consumer,West,7,4531.646,473.02720000000005,48,2023-03-01,2026-12-14,True,647.3779999999999,0.1947809621476003,0.1618311169922685
AR-10825,Corporate,West,8,4523.336,494.8352,54,2023-06-30,2026-11-02,True,565.417,0.19442377851157788,0.16929202621560147
AG-10900,Consumer,West,10,4510.7970000000005,343.68240000000003,92,2023-07-23,2026-09-25,True,451.07970000000006,0.19388482236090576,0.11757993342155296
CT-11995,Consumer,East,11,4503.618,400.8580999999999,104,2023-05-07,2026-09-25,True,409.41981818181824,0.19357625180458746,0.13714076923779106
AJ-10795,Corporate,South,7,4501.391,1158.7064,88,2023-05-14,2026-07-17,True,643.0558571428571,0.19348053002872437,0.39641430974390096
LC-16930,Corporate,Central,8,4492.946,288.2660000000001,52,2023-02-20,2026-11-19,True,561.61825,0.1931175437704561,0.09862098579298034
SC-20770,Corporate,West,7,4492.657,-671.1874000000001,75,2024-06-20,2026-11-19,True,641.8081428571429,0.19310512186061127,-0.22962528719941794
TP-21130,Consumer,West,9,4454.0560000000005,1129.1261,55,2024-04-14,2026-12-22,True,494.8951111111112,0.19144595873978068,0.38629435683217334
MC-17425,Corporate,Central,5,4432.138,1802.3903,48,2023-05-30,2025-11-26,True,886.4276,0.19050387078137632,0.6166301546824999
JK-15205,Consumer,East,5,4427.142,1219.983,67,2023-07-11,2026-10-30,True,885.4284,0.1902891307758928,0.41737813724364825
KW-16435,Consumer,South,5,4416.52,1756.1349999999998,42,2024-08-24,2026-09-25,True,883.3040000000001,0.1898325718611118,0.6008053842130375
BD-11500,Consumer,Central,6,4411.2429999999995,1142.1225000000002,49,2023-02-01,2026-11-25,True,735.2071666666666,0.18960575380487946,0.3907406591354623
AI-10855,Consumer,West,10,4375.786,867.7271000000001,72,2023-04-28,2026-12-17,True,437.5786,0.18808172730879671,0.29686505519653383
SC-20230,Corporate,East,4,4371.958,440.14099999999996,49,2025-06-06,2026-08-03,True,1092.9895,0.18791719073133656,0.1505801562026328
EB-13840,Corporate,South,5,4358.128,656.1988,41,2023-05-30,2026-10-01,True,871.6256,0.18732274431903928,0.22449741742755208
GZ-14470,Consumer,Central,9,4355.15,1087.7539,48,2023-08-05,2026-12-23,True,483.9055555555555,0.18719474277053447,0.37214018274149196
SR-20740,Home Office,West,8,4345.886,1990.4243999999999,50,2023-02-20,2026-06-17,True,543.23575,0.18679655393730804,0.6809600038658786
ND-18370,Consumer,South,9,4326.139,353.64549999999997,63,2023-01-13,2026-12-03,True,480.6821111111111,0.18594778074109442,0.12098848921222556
MA-17560,Home Office,Central,11,4299.161,1240.2266,117,2023-08-08,2026-10-27,True,390.8328181818182,0.18478820190443815,0.4243038370764373
SP-20860,Corporate,Central,10,4282.94,566.7226,80,2023-12-15,2026-10-12,True,428.294,0.18409098460480877,0.19388599933103756
DK-12895,Consumer,Central,5,4282.176,937.6496,65,2024-03-08,2026-11-15,True,856.4352000000001,0.184058146061136,0.32078680066464194
RD-19480,Consumer,East,8,4272.93,480.5939999999999,60,2023-06-08,2026-10-19,True,534.11625,0.18366073091087562,0.16441985543280016
TC-21295,Consumer,East,8,4266.812,606.3727,63,2023-10-14,2026-12-03,True,533.3515,0.183397764667171,0.2074510120234475
AS-10225,Corporate,South,5,4260.784,719.7750999999998,41,2023-10-18,2026-12-08,True,852.1568,0.18313866683829694,0.24624801367917468
FH-14275,Corporate,West,10,4256.272,1073.2676,65,2023-04-06,2026-11-23,True,425.6272,0.1829447303081245,0.36718415883824684
CB-12535,Corporate,East,8,4246.4555,1049.5600999999997,74,2024-01-02,2026-06-16,True,530.8069375,0.18252279370607705,0.359073396484424
TH-21550,Home Office,East,7,4234.096,-571.9678000000001,44,2023-04-05,2026-10-19,True,604.8708571428571,0.1819915528938725,-0.19568047663561508
BE-11335,Home Office,East,5,4204.6759999999995,1487.7739000000001,35,2025-01-15,2026-09-02,True,840.9351999999999,0.18072701106814684,0.5089942228881205
MP-17965,Corporate,East,11,4198.826,666.4857999999999,74,2023-10-19,2026-10-19,True,381.71145454545456,0.18047556410415994,0.22801678523663252
JF-15565,Consumer,East,8,4198.332,1073.2087999999999,67,2023-10-11,2026-11-06,True,524.7915,0.18045433080497886,0.3671640423001722
GH-14425,Consumer,West,4,4172.846,1176.4180999999999,51,2023-06-17,2026-11-10,True,1043.2115,0.179358881689736,0.40247380102649943
RS-19765,Corporate,South,8,4159.7699999999995,1206.3851,54,2023-04-07,2026-11-24,True,519.9712499999999,0.17879684399724147,0.41272605096668746
MY-18295,Corporate,East,11,4152.696,-371.7111,89,2023-04-28,2026-10-20,True,377.5178181818182,0.17849278659155884,-0.12716905605306586
PM-19135,Home Office,East,4,4115.662,526.7537,36,2024-12-19,2026-11-09,True,1028.9155,0.17690097687116713,0.18021191942199152
SV-20785,Consumer,Central,9,4105.305,485.02719999999994,91,2023-04-12,2026-02-13,True,456.14500000000004,0.17645580828894278,0.1659365329258706
DM-13345,Corporate,East,8,4074.4719999999993,1319.0586,41,2023-11-03,2026-12-08,True,509.3089999999999,0.17513053235037715,0.45127368281624786
FP-14320,Consumer,West,8,4046.746,406.44730000000004,54,2023-12-07,2026-12-07,True,505.84325,0.1739388026882402,0.1390529351324652
SP-20920,Consumer,West,6,3990.689,14.692399999999793,57,2023-11-22,2026-10-21,True,665.1148333333333,0.17152933901982745,0.005026534421904642
CM-12715,Corporate,West,4,3984.4524,176.31079999999972,57,2023-03-07,2024-03-01,True,996.1131,0.1712612750650239,0.06031909729884539
SC-20305,Consumer,Central,7,3979.065,229.1617,64,2023-12-16,2026-12-01,True,568.4378571428572,0.1710297117532661,0.07840034121261341
SJ-20125,Home Office,South,12,3949.656,144.11890000000008,104,2024-09-22,2026-09-26,True,329.138,0.1697656427337975,0.0493056690327682
LF-17185,Consumer,Central,7,3930.509,-3583.977,69,2023-07-26,2026-12-08,True,561.5012857142857,0.16894265896978766,-1.2261430234553095
PW-19240,Consumer,West,7,3922.415,1290.354,39,2023-11-18,2025-09-22,True,560.345,0.1685947595293586,0.44145332263227477
GA-14515,Consumer,Central,8,3919.7760000000003,840.899,48,2023-05-18,2026-08-03,True,489.97200000000004,0.16848132901004895,0.28768667942917775
KH-16630,Corporate,South,9,3918.9660000000003,727.3786,84,2023-11-01,2026-11-02,True,435.4406666666667,0.16844651327657384,0.24884930785010342
CC-12220,Consumer,Central,12,3913.418,393.9617999999999,81,2023-09-09,2026-12-10,True,326.1181666666667,0.1682080469934628,0.13478142091254933
DB-13555,Corporate,South,7,3908.8028,109.32700000000001,61,2023-04-21,2026-09-14,True,558.4004,0.16800967468095127,0.03740273398107707
NP-18670,Consumer,West,5,3908.402,514.6002,46,2024-02-27,2026-11-02,True,781.6804,0.16799244734023916,0.1760539883762387
KC-16540,Consumer,West,4,3908.2619999999997,709.4219,28,2024-11-02,2026-09-24,True,977.0654999999999,0.16798642980605827,0.2427059976588606
FC-14335,Corporate,West,7,3889.366,714.2926,37,2023-10-10,2026-06-29,True,555.6237142857143,0.167174234621187,0.24437235177451025
BS-11380,Corporate,Central,5,3887.834,-17.532200000000177,58,2023-11-29,2026-12-02,True,777.5668,0.16710838560429334,-0.005998081102591728
JS-15880,Consumer,East,5,3868.02,564.9798,43,2023-04-08,2025-07-14,True,773.604,0.1662567325881503,0.1932897560902807
