product_id,product_name,category,sub_category,total_sales,total_profit,total_quantity,order_count,avg_discount,profit_margin,revenue_contribution_pct,profit_contribution_pct
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,12325.75,1970.3937999999996,51,12,0.19166666666666665,0.1598599517270754,0.5297901566430354,0.6741071751659109
FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,12283.276,1257.5151999999994,59,15,0.2,0.1023762064778158,0.5279645227373293,0.43021857823557663
TEC-CO-10003763,Canon PC1060 Personal Laser Copier,Technology,Copiers,11619.834,4570.9347,19,4,0.15000000000000002,0.3933734939759036,0.4994482019370885,1.5637990124029222
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances,11304.44,3247.02,40,8,0.05,0.28723404255319146,0.4858918149696201,1.1108639703937437
TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,Technology,Machines,11099.963,-8879.9704,9,3,0.5333333333333333,-0.8,0.4771029054217306,-3.0379976641729716
FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,11046.609,90.17639999999939,27,6,0.18333333333333335,0.008163265306122394,0.47480962314539593,0.030850969116240037
OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage,10925.003999999999,1575.1097999999997,43,11,0.05454545454545456,0.14417475728155338,0.4695827499734935,0.5388734058410775
TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories,10822.36,3085.0325,35,10,0.08,0.2850609756097561,0.46517086584161776,1.0554451317650453
FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,10637.528,1927.442,51,12,0.14166666666666666,0.1811926605504587,0.4572263452864674,0.6594125914911698
TEC-AC-10003832,Logitech P710e Mobile Speakerphone,Technology,Accessories,10196.604,1645.3610999999996,41,9,0.06666666666666668,0.16136363636363635,0.43827437927809676,0.5629076397057663
FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,9917.64,-2876.1156,27,5,0.28,-0.29000000000000004,0.4262838406692683,-0.9839709009268144
OFF-ST-10003716,Tennsco Double-Tier Lockers,Office Supplies,Storage,9630.856,429.7882,47,12,0.10000000000000002,0.044626168224299066,0.41395717979405044,0.14703827702951644
FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,9544.725,-1934.3976,33,7,0.35000000000000003,-0.20266666666666666,0.4102550638188099,-0.6617922274134834
TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,Accessories,9367.289999999999,3696.2819999999997,24,7,0.05714285714285715,0.3945945945945946,0.40262848398034506,1.2645645848239084
TEC-MA-10000488,Bady BDG101FRU Card Printer,Technology,Machines,9279.884,1327.9834,14,4,0.2,0.14310344827586208,0.3988715654616715,0.45432701749326565
OFF-ST-10004459,Tennsco Single-Tier Lockers,Office Supplies,Storage,9158.296,-825.7479999999999,28,8,0.07500000000000001,-0.0901639344262295,0.3936454229903482,-0.2825032496950105
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,Furniture,Chairs,9070.944,773.2608,31,8,0.225,0.08524590163934427,0.3898908255205729,0.26454643409583023
TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,Technology,Copiers,8959.872000000001,2799.9599999999996,16,5,0.2,0.3124999999999999,0.385116685831008,0.9579166997873947
TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers,8899.822,3124.9374999999995,21,7,0.14285714285714285,0.35112359550561795,0.382535593491279,1.0690973503342447
TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Technology,Phones,8878.4,515.5200000000002,32,10,0.22000000000000003,0.05806451612903228,0.3816148247968298,0.1763686685075494
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,8774.5,1305.6456,28,8,0.1,0.14880000000000002,0.3771489547868741,0.44668485415646403
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,8430.997,1388.6348,34,8,0.1875,0.1647058823529412,0.36238437590304534,0.47507695282287216
FUR-TA-10001095,Chromcraft Round Conference Tables,Furniture,Tables,8209.059,-189.97610000000003,61,13,0.2576923076923077,-0.023142250530785568,0.3528449508956387,-0.06499424232863331
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,8138.232,2016.711,49,13,0.07692307692307693,0.24780701754385964,0.34980063737114275,0.6899531227392308
OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,Binders,8109.072,2536.7163,33,8,0.17500000000000002,0.3128244884248161,0.34854727096603877,0.8678562930873623
TEC-MA-10004125,Cubify CubeX 3D Printer Triple Head Print,Technology,Machines,7999.98,-3839.9904,4,1,0.5,-0.48000000000000004,0.34385823640274626,-1.3137298144199483
OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,7985.383,2318.337,28,8,0.16249999999999998,0.2903225806451613,0.3432308224996152,0.7931448049382882
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,7979.4400000000005,926.1850000000001,33,9,0.16666666666666666,0.11607142857142858,0.34297537817363666,0.31686455470527736
TEC-MA-10000984,Okidata MB760 Printer,Technology,Machines,7834.4,881.37,7,2,0.2,0.1125,0.33674121276224134,0.30153253678324554
OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,7730.196,1932.5489999999998,45,11,0.06666666666666667,0.24999999999999997,0.3322622761066357,0.661159788088912
TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,Technology,Machines,7699.89,3772.9461,11,2,0.0,0.49,0.3309596518860225,1.2907927529635146
TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Technology,Phones,7699.72,780.9716,34,9,0.17777777777777778,0.10142857142857142,0.33095234488023145,0.26718443752756516
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,7582.374,832.9931999999998,24,6,0.13333333333333333,0.10985915492957744,0.32590853369458883,0.2849819629885217
FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,7539.7122,780.3302000000001,35,8,0.18375,0.10349601938386986,0.324074827696603,0.2669650030459142
OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Storage,7515.523999999999,1114.3708,13,5,0.12000000000000002,0.1482758620689655,0.32303516112321695,0.3812463031884166
FUR-TA-10003954,Hon 94000 Series Round Tables,Furniture,Tables,7404.5,-681.2139999999999,30,5,0.16,-0.092,0.31826308458822833,-0.23305556748273917
TEC-AC-10004145,Logitech diNovo Edge Keyboard,Technology,Accessories,7399.704,1432.4427,31,5,0.04,0.1935810810810811,0.3180569410601461,0.49006442371267633
FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,7242.768,-532.7613,29,8,0.2625,-0.07355769230769231,0.31131145717292363,-0.18226722748555058
TEC-CO-10002313,Canon PC1080F Personal Copier,Technology,Copiers,7217.16,2450.0787,19,6,0.03333333333333333,0.33947961525032005,0.3102107642064661,0.8382160111299414
TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,Phones,7139.796,83.99760000000003,28,6,0.20000000000000004,0.011764705882352946,0.30688547481810985,0.028737090452028498
TEC-MA-10000045,Zebra ZM400 Thermal Label Printer,Technology,Machines,6965.700000000001,3343.536,6,2,0.0,0.48,0.29940241316985916,1.1438838307477062
FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Furniture,Tables,6942.068,-856.0144000000001,36,8,0.275,-0.12330827067669174,0.29838665340012605,-0.292857929762742
FUR-CH-10002335,Hon GuestStacker Chair,Furniture,Chairs,6936.102,1233.0848,34,9,0.1111111111111111,0.17777777777777778,0.29813022047924637,0.42186049878355397
OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances,6832.907999999999,460.3526999999999,31,6,0.16666666666666666,0.0673728813559322,0.29369469603451714,0.15749494247139836
OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Office Supplies,Storage,6819.312,181.6619999999999,25,6,0.03333333333333333,0.026639344262295066,0.2931103075007793,0.06214983911083645
OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,6785.142,494.4212000000001,23,8,0.4125,0.07286821705426358,0.2916415993367737,0.16915038936589222
FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,Furniture,Tables,6776.562,461.12700000000007,21,6,0.18333333333333335,0.06804733727810652,0.2912728104562595,0.1577598444345141
TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,Technology,Phones,6751.602,102.29699999999998,26,6,0.23333333333333336,0.015151515151515148,0.290199970076582,0.03499764447997511
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,6748.482,281.97,43,10,0.16,0.041782729805013935,0.2900658650291223,0.09646701089981706
TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,Technology,Phones,6695.892,1053.9830000000002,13,4,0.2,0.15740740740740744,0.2878054212964604,0.3605865501621516
OFF-ST-10001496,Standard Rollaway File with Lock,Office Supplies,Storage,6594.954,1261.33,40,10,0.06000000000000001,0.1912568306010929,0.28346686511681746,0.431523689960869
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,Furniture,Chairs,6584.64,814.4160000000002,36,6,0.13333333333333333,0.12368421052631581,0.28302354477723435,0.2786263685817123
OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,6574.544,1640.5348,43,9,0.022222222222222223,0.24952830188679245,0.28258959459801863,0.561256475629071
FUR-TA-10001950,Balt Solid Wood Round Tables,Furniture,Tables,6518.754,-1201.0581,19,4,0.2,-0.18424657534246575,0.2801916072269366,-0.41090358841016256
FUR-CH-10002320,Hon Pagoda Stacking Chairs,Furniture,Chairs,6483.796,1540.7040000000002,22,4,0.1,0.23762376237623764,0.27868902894196995,0.5271025625470501
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,6450.234,868.5591999999995,36,10,0.18,0.1346554559105917,0.2772464540692642,0.29714973157972946
TEC-CO-10004115,Sharp AL-1530CS Digital Copier,Technology,Copiers,6399.872,2064.9587,17,4,0.25,0.32265625000000003,0.2750817750948523,0.7064595291008691
TEC-PH-10000895,Polycom VVX 310 VoIP phone,Technology,Phones,6227.654,899.95,40,8,0.15000000000000002,0.1445086705202312,0.2676794343693995,0.30788908912043955
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,6146.412,1244.2964,42,10,0.1,0.20244272593506585,0.2641874592842328,0.42569618889031846
TEC-PH-10002584,Samsung Galaxy S4,Technology,Phones,6134.702,438.193,13,5,0.2,0.07142857142857142,0.2636841355323889,0.1499137103494114
TEC-PH-10002624,Samsung Galaxy S4 Mini,Technology,Phones,6109.870000000001,1104.4764999999998,15,5,0.12000000000000002,0.1807692307692307,0.2626167968982482,0.3778612851157632
FUR-CH-10000309,Global Comet Stacking Arm Chair,Furniture,Chairs,6084.144,697.1415,17,5,0.16,0.11458333333333331,0.2615110320101238,0.23850465183960987
FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,6008.536,785.4532,39,11,0.13636363636363635,0.13072289156626507,0.25826121969335064,0.26871767353156784
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,5989.204,267.3034000000001,39,10,0.22727272727272727,0.0446308724832215,0.25743028418774466,0.09144930312216962
FUR-TA-10004575,Hon 5100 Series Wood Tables,Furniture,Tables,5965.09,-238.60360000000003,26,7,0.21428571428571427,-0.04,0.2563938069074745,-0.08163058510456996
OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Office Supplies,Appliances,5906.5199999999995,1653.8256,18,3,0.0,0.28,0.2538763285005149,0.565803497469931
FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,Chairs,5906.032,1052.8144,21,7,0.14285714285714285,0.1782608695652174,0.2538553530956558,0.3601867510738176
FUR-CH-10001394,Global Leather Executive Chair,Furniture,Chairs,5861.532999999999,701.9799999999998,21,7,0.18571428571428572,0.11976047904191614,0.25194267985626195,0.24015998975583766
FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables,5801.816,-66.82720000000003,23,5,0.18,-0.01151832460732985,0.24937590065140608,-0.022862787639834938
TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,Machines,5787.3550000000005,509.712,14,3,0.3,0.08807339449541284,0.24875433235290786,0.17438164719568586
OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,Office Supplies,Storage,5751.773999999999,1388.6082,49,8,0.025,0.24142259414225942,0.24722497604083626,0.4750678524842193
FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,5697.76,870.16,27,8,0.125,0.1527196652719665,0.24490332538907744,0.2976973940652722
TEC-CO-10001766,Canon PC940 Copier,Technology,Copiers,5669.874,2092.4535,15,3,0.20000000000000004,0.36904761904761907,0.2437047185450194,0.7158659949351361
FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Furniture,Tables,5634.9,-964.1940000000001,17,4,0.225,-0.17111111111111113,0.2422014525418607,-0.32986811755696777
TEC-AC-10003870,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Technology,Accessories,5609.83,2243.9320000000002,17,4,0.0,0.4,0.24112388409961252,0.7676895155599825
OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,Office Supplies,Storage,5572.792,1380.7215999999999,14,5,0.08,0.2477611940298507,0.2395319024496728,0.4723697047090571
FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,5492.885,15.048999999999495,26,8,0.31625000000000003,0.0027397260273971684,0.23609730885115954,0.005148533698731418
FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,5436.158,-474.74140000000006,54,14,0.18571428571428572,-0.08733031674208146,0.23365904698345255,-0.16241757565838355
FUR-CH-10002073,Hon Olson Stacker Chairs,Furniture,Chairs,5427.99,1292.1264,22,4,0.07500000000000001,0.2380487804878049,0.23330796684638494,0.44205969256566785
TEC-PH-10000984,Panasonic KX-TG9471B,Technology,Phones,5410.416,1287.9229,32,9,0.044444444444444446,0.23804507823427995,0.23255259437713607,0.4406215995759265
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,5398.323,-304.99,34,11,0.4272727272727273,-0.05649717514124294,0.23203280837106877,-0.10434256713244387
TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones,5327.26,1043.855,17,6,0.16666666666666666,0.19594594594594594,0.22897835100323927,0.35712157911419135
OFF-FA-10002780,Staples,Office Supplies,Fasteners,5307.836,1392.2752,46,7,0.08571428571428573,0.26230561758125154,0.22814346111802872,0.47632239916992924
FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,5294.456,833.5952,44,10,0.16,0.1574468085106383,0.22756835677988427,0.28518791802119076
TEC-PH-10004977,GE 30524EE4,Technology,Phones,5291.7300000000005,838.8371999999997,32,9,0.15555555555555556,0.15851851851851845,0.22745118679290505,0.2869813005481859
FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,5282.424,-989.0496,24,6,0.21666666666666667,-0.1872340425531915,0.22705119269942434,-0.33837166558023796
FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,5184.081,-126.44100000000003,27,6,0.26666666666666666,-0.02439024390243903,0.22282417581406272,-0.0432577413383827
TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,Accessories,5119.744000000001,2155.8922000000002,26,7,0.028571428571428574,0.42109375,0.22005881798123772,0.7375695157507202
FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables,5098.176,-404.00640000000004,22,6,0.31666666666666665,-0.07924528301886792,0.21913177385828558,-0.13821785931977107
OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,Appliances,5009.48,715.64,16,6,0.18333333333333335,0.14285714285714288,0.21531940806037383,0.2448333215602549
FUR-TA-10001539,Chromcraft Rectangular Conference Tables,Furniture,Tables,4952.673,-450.2430000000006,30,9,0.32222222222222224,-0.09090909090909104,0.21287770760170635,-0.15403623218273713
TEC-PH-10001363,Apple iPhone 5S,Technology,Phones,4901.914000000001,512.991,11,4,0.2,0.10465116279069765,0.210695964619653,0.17550345209954266
FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,4886.46,566.4673999999999,31,7,0.15,0.1159259259259259,0.21003171481085747,0.19379869081884957
TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Copiers,4859.838,1154.9615000000001,19,7,0.14285714285714285,0.23765432098765435,0.20888743770397544,0.39513311206642215
OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,Office Supplies,Storage,4829.25,509.9688,26,7,0.028571428571428574,0.1056,0.20757269245022641,0.17446950309666495
OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage,4778.766,1106.6616,12,3,0.06666666666666667,0.23157894736842105,0.20540276962459983,0.37860884714547277
FUR-CH-10000513,High-Back Leather Manager's Chair,Furniture,Chairs,4770.633,-197.5848,42,9,0.16666666666666666,-0.04141689373297003,0.20505319387107748,-0.06759731551313321
OFF-ST-10002743,SAFCO Boltless Steel Shelving,Office Supplies,Storage,4704.696,-470.4696000000001,46,10,0.1,-0.10000000000000003,0.20221906421904237,-0.1609561160096201
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,4626.582,750.7284,18,6,0.11666666666666665,0.16226415094339622,0.19886153804043144,0.25683769459730543
FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,4619.987999999999,486.15560000000005,37,11,0.19090909090909092,0.10522875816993467,0.1985781121805118,0.16632257887082702
TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,Technology,Phones,4619.23,896.8505,17,4,0.15000000000000002,0.19415584415584416,0.19854553153116103,0.3068286943965896
OFF-ST-10003306,Letter Size Cart,Office Supplies,Storage,4600.092,1252.8822,33,8,0.05,0.27236024844720497,0.19772293460863424,0.42863354556721195
FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Furniture,Tables,4544.925,-192.18540000000002,24,5,0.26,-0.04228571428571429,0.19535172526465713,-0.06575008361380892
OFF-ST-10001809,Fellowes Officeware Wire Shelving,Office Supplies,Storage,4509.465999999999,-332.37100000000004,55,11,0.07272727272727274,-0.07370517928286854,0.19382761280380031,-0.11371009993894066
TEC-PH-10002200,Samsung Galaxy Note 2,Technology,Phones,4507.902,-128.79719999999998,14,2,0.30000000000000004,-0.028571428571428567,0.19376038835052248,-0.044063839756945465
OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,4479.030000000001,388.746,33,7,0.05714285714285715,0.08679245283018866,0.1925194008728763,0.13299700187700916
OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances,4476.96,956.9502,17,4,0.1,0.21375,0.1924304273317732,0.3273898832286488
FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,Tables,4446.175,-1147.4,25,5,0.3,-0.25806451612903225,0.19110721454778393,-0.3925461868512611
TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Technology,Phones,4434.912,936.2591999999999,32,10,0.08,0.21111111111111105,0.19062310392293186,0.3203111198051352
FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,Chairs,4420.0560000000005,41.11679999999912,24,7,0.2714285714285714,0.009302325581395147,0.18998455758156613,0.01406679715489418
TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,Technology,Copiers,4399.92,1649.97,10,7,0.17142857142857146,0.375,0.18911906423680702,0.5644844273304647
TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Technology,Accessories,4389.246,729.0611999999999,36,8,0.025,0.1661016949152542,0.18866027023790166,0.2494249555875933
OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Storage,4384.044,-36.53369999999964,33,7,0.028571428571428574,-0.008333333333333252,0.18843667586069482,-0.01249883617445335
FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,4334.8275,430.0695,22,6,0.17500000000000002,0.09921259842519685,0.18632123321059874,0.14713451482135995
FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture,Tables,4332.2519999999995,448.16400000000004,40,8,0.1625,0.10344827586206899,0.18621053207286395,0.15332496887224034
OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,Binders,4322.814,1592.4978,23,6,0.21666666666666667,0.3683937823834197,0.18580486430429843,0.5448221535288672
FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Tables,4297.644,-611.5877999999999,11,6,0.3333333333333333,-0.14230769230769227,0.1847229976233496,-0.20923519157639153
TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,Technology,Machines,4268.0,466.4,16,2,0.35,0.10927835051546392,0.1834488277429345,0.15956383261933776
TEC-PH-10004094,Motorola L703CM,Technology,Phones,4211.7300000000005,467.97,32,6,0.16666666666666666,0.1111111111111111,0.18103020882608942,0.16010095787065073
OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,Office Supplies,Binders,4209.799999999999,1052.45,15,4,0.32499999999999996,0.25000000000000006,0.18094725281916718,0.36006208327663386
TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,Technology,Copiers,4199.86,839.972,16,6,0.13333333333333333,0.2,0.18052000789232447,0.287369536048307
OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage,4199.456,-635.444,35,10,0.14,-0.1513157894736842,0.18050264300797395,-0.21739682687599154
FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,4185.48,342.8873999999999,31,5,0.16,0.0819230769230769,0.1799019211671737,0.11730794961595176
OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,Binders,4181.754,693.5592,38,9,0.3222222222222222,0.16585365853658537,0.1797417687931882,0.23727908254803132
TEC-PH-10002496,Cisco SPA301,Technology,Phones,4180.532,904.742,30,9,0.15555555555555556,0.21641791044776118,0.1796892443162665,0.3095285185499247
FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,4166.884,-503.1194,59,14,0.2285714285714286,-0.12074235807860262,0.17910262069840438,-0.17212620010536372
TEC-CO-10001943,Canon PC-428 Personal Copier,Technology,Copiers,4119.794,1469.9265,25,6,0.20000000000000004,0.3567961165048544,0.17707858009427718,0.5028883061936728
TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,Technology,Phones,4044.3860000000004,733.2811999999999,24,7,0.14285714285714285,0.18130841121495322,0.17383736425490534,0.2508686935242434
OFF-ST-10000046,Fellowes Super Stor/Drawer Files,Office Supplies,Storage,4006.44,473.34150000000005,27,9,0.06666666666666668,0.1181451612903226,0.17220635459756384,0.1619386446779294
