month,oil_bbl,gas_mcf,water_bbl,wells,on_stream_hrs,well_days,water_cut_pct,gor_mcf_per_bbl,avg_daily_oil_bbl
2014-12-01,115313.09946920001,107389.142915594,651104.9663883001,5,1502.19154,155,84.95428218537842,0.9312831188296826,3719.7774022322583
2015-01-01,511024.2304897,423083.496274799,802153.6842706,5,3319.43332,155,61.08492042504542,0.8279127897113021,16484.652596441934
2015-02-01,416841.433225,354055.745759013,830411.8507595,5,2996.82999,140,66.57924748906252,0.8493775271324889,14887.19404375
2015-03-01,514124.98102350003,424926.22685576795,993880.9935507,5,3138.83333,155,65.90696657096015,0.8265037540285269,16584.67680720968
2015-04-01,567489.4273122,464571.23161452997,981738.8927343,5,3142.83333,150,63.369542115317984,0.8186429724600837,18916.31424374
2015-05-01,547616.8984134,448517.464931716,1000224.8959167,5,3150.25,155,64.62061559395956,0.8190351068989964,17665.061239141938
2015-06-01,527385.6616503,433557.683029001,1075567.7623903,5,3332.38321,150,67.09912753915785,0.8220884915079192,17579.522055010002
2015-07-01,465416.0634025,388459.486474604,1116692.9302981,5,2890.89222,155,70.5825537143381,0.8346499337274859,15013.421400080646
2015-08-01,354093.7854802,301040.36956617096,945274.8514251,5,2322.17459,155,72.74878156798185,0.8501712876940744,11422.380176780645
2015-09-01,396868.9592453,336131.970714656,1105385.4243706,5,3260.74915,150,73.58177392765909,0.8469595892655762,13228.965308176666
2015-10-01,362801.901629,310413.20065609,1202649.2850638,5,3218.44168,155,76.82445133307148,0.8555997067885203,11703.287149322581
2015-11-01,380340.5965273,326876.927568823,1290700.2723557,5,2850.29196,150,77.23930015059793,0.8594321262399358,12678.019884243335
2015-12-01,376233.9166802,323615.718142747,1296741.9493512001,5,2950.83334,155,77.51109718201168,0.860144989048984,12136.577957425807
2016-01-01,324408.9642871,285189.110792743,1394975.6358483,5,2947.41664,155,81.13226300494067,0.8791036690969868,10464.805299583872
2016-02-01,297934.58791420003,263752.392899447,1321228.3683755,5,3265.98331,145,81.59946861698745,0.8852694638307758,10273.6064798
2016-03-01,269219.2151364,243680.856199724,1469987.3438254,5,3131.08331,155,84.52057268590872,0.9051391672628679,8684.490810851614
2016-04-01,203224.0126924,186739.01473423498,1254833.8258946,6,2976.92498,161,86.06200609371272,0.9188826274033044,6774.133756413333
2016-05-01,245492.8567525,217466.31260282698,1314334.9882079,5,3631.66667,155,84.26154158321668,0.8858356022231282,7919.124411370967
2016-06-01,224290.4733254,202666.16903572698,1273409.4588695,5,3461.09166,150,85.02433842026693,0.9035879501743236,7476.349110846667
2016-07-01,195357.8505102,176216.463792089,934309.1966711,5,2551.96862,155,82.70659917029101,0.9020188506982391,6301.866145490322
2016-08-01,156960.0700146,140948.305035219,635718.5815739001,5,1637.98334,155,80.1987766795463,0.8979882910482161,5063.228064987097
2016-09-01,54150.1064558,51517.661755345,294233.4750159,5,392.27514,85,84.45675705294431,0.9513861583521773,1805.0035485266667
