stage,table,check,column,failed_rows,total_rows,status,detail
processed,fact_sensor,null_check,vibration_mm_s,0,105216,PASS,
processed,fact_sensor,null_check,flow_rate,0,105216,PASS,
processed,fact_sensor,null_check,energy_consumption_kwh,0,105216,PASS,
processed,fact_maintenance,null_check,maintenance_id,0,1107,PASS,
processed,fact_maintenance,null_check,equipment_id,0,1107,PASS,
processed,fact_maintenance,null_check,date,0,1107,PASS,
processed,fact_maintenance,null_check,maintenance_type,0,1107,PASS,
processed,fact_maintenance,null_check,total_cost,0,1107,PASS,
processed,fact_inventory,null_check,date,0,87637,PASS,
processed,fact_inventory,null_check,material_id,0,87637,PASS,
processed,fact_inventory,null_check,supplier_id,0,87637,PASS,
processed,fact_inventory,null_check,warehouse_id,0,87637,PASS,
processed,fact_inventory,null_check,unit_cost,0,87637,PASS,
processed,fact_sales,null_check,date,0,4383,PASS,
processed,fact_sales,null_check,field_id,0,4383,PASS,
processed,fact_sales,null_check,oil_price_usd,0,4383,PASS,
processed,fact_sales,null_check,revenue_usd,0,4383,PASS,
processed,fact_operating_cost,null_check,date,0,30674,PASS,
processed,fact_operating_cost,null_check,field_id,0,30674,PASS,
processed,fact_operating_cost,null_check,cost_category,0,30674,PASS,
processed,fact_operating_cost,null_check,cost_amount_usd,0,30674,PASS,
processed,fact_hse,null_check,incident_id,0,394,PASS,
processed,fact_hse,null_check,date,0,394,PASS,
processed,fact_hse,null_check,field_id,0,394,PASS,
processed,fact_hse,null_check,severity,0,394,PASS,
processed,fact_production,numeric_validity,operating_hours,0,58642,PASS,
processed,fact_production,range_check,operating_hours,0,58642,PASS,"allowed [0, 24]"
processed,fact_production,numeric_validity,downtime_hours,0,58642,PASS,
processed,fact_production,range_check,downtime_hours,0,58642,PASS,"allowed [0, 24]"
processed,fact_production,numeric_validity,oil_production_bbl,0,58642,PASS,
processed,fact_production,range_check,oil_production_bbl,0,58642,PASS,"allowed [0, 10000]"
processed,fact_production,numeric_validity,gas_production_mcf,0,58642,PASS,
processed,fact_production,range_check,gas_production_mcf,0,58642,PASS,"allowed [0, 20000]"
processed,fact_production,numeric_validity,water_production_bbl,0,58642,PASS,
processed,fact_production,range_check,water_production_bbl,0,58642,PASS,"allowed [0, 20000]"
processed,fact_production,numeric_validity,pressure_psi,0,58642,PASS,
processed,fact_production,range_check,pressure_psi,0,58642,PASS,"allowed [0, 10000]"
processed,fact_production,numeric_validity,temperature_c,0,58642,PASS,
processed,fact_production,range_check,temperature_c,0,58642,PASS,"allowed [-50, 200]"
processed,fact_production,numeric_validity,water_cut_pct,0,58642,PASS,
processed,fact_production,range_check,water_cut_pct,0,58642,PASS,"allowed [0, 100]"
processed,fact_production,numeric_validity,potential_production_bbl,0,58642,PASS,
processed,fact_production,range_check,potential_production_bbl,0,58642,PASS,"allowed [0, 10000]"
processed,fact_sensor,numeric_validity,temperature_c,0,105216,PASS,
processed,fact_sensor,range_check,temperature_c,0,105216,PASS,"allowed [-50, 300]"
processed,fact_sensor,numeric_validity,pressure_psi,0,105216,PASS,
processed,fact_sensor,range_check,pressure_psi,0,105216,PASS,"allowed [0, 5000]"
processed,fact_sensor,numeric_validity,vibration_mm_s,0,105216,PASS,
processed,fact_sensor,range_check,vibration_mm_s,0,105216,PASS,"allowed [0, 50]"
processed,fact_sensor,numeric_validity,flow_rate,0,105216,PASS,
processed,fact_sensor,range_check,flow_rate,0,105216,PASS,"allowed [0, 5000]"
processed,fact_sensor,numeric_validity,energy_consumption_kwh,0,105216,PASS,
processed,fact_sensor,range_check,energy_consumption_kwh,0,105216,PASS,"allowed [0, 50000]"
processed,fact_sensor,numeric_validity,operating_hours,0,105216,PASS,
processed,fact_sensor,range_check,operating_hours,0,105216,PASS,"allowed [0, 12]"
processed,fact_maintenance,numeric_validity,downtime_hours,0,1107,PASS,
processed,fact_maintenance,range_check,downtime_hours,0,1107,PASS,"allowed [0, 500]"
processed,fact_maintenance,numeric_validity,labor_cost,0,1107,PASS,
processed,fact_maintenance,range_check,labor_cost,0,1107,PASS,"allowed [0, None]"
processed,fact_maintenance,numeric_validity,material_cost,0,1107,PASS,
processed,fact_maintenance,range_check,material_cost,0,1107,PASS,"allowed [0, None]"
processed,fact_maintenance,numeric_validity,contractor_cost,0,1107,PASS,
processed,fact_maintenance,range_check,contractor_cost,0,1107,PASS,"allowed [0, None]"
processed,fact_maintenance,numeric_validity,total_cost,0,1107,PASS,
processed,fact_maintenance,range_check,total_cost,0,1107,PASS,"allowed [0, None]"
processed,fact_inventory,numeric_validity,opening_stock,0,87637,PASS,
processed,fact_inventory,range_check,opening_stock,0,87637,PASS,"allowed [0, None]"
processed,fact_inventory,numeric_validity,receipts,0,87637,PASS,
processed,fact_inventory,range_check,receipts,0,87637,PASS,"allowed [0, None]"
processed,fact_inventory,numeric_validity,consumption,0,87637,PASS,
processed,fact_inventory,range_check,consumption,0,87637,PASS,"allowed [0, None]"
processed,fact_inventory,numeric_validity,closing_stock,0,87637,PASS,
processed,fact_inventory,range_check,closing_stock,0,87637,PASS,"allowed [0, None]"
processed,fact_inventory,numeric_validity,unit_cost,0,87637,PASS,
processed,fact_inventory,range_check,unit_cost,0,87637,PASS,"allowed [0.01, None]"
processed,fact_inventory,numeric_validity,stockout_flag,0,87637,PASS,
processed,fact_inventory,range_check,stockout_flag,0,87637,PASS,"allowed [0, 1]"
processed,fact_sales,numeric_validity,oil_volume_bbl,0,4383,PASS,
processed,fact_sales,range_check,oil_volume_bbl,0,4383,PASS,"allowed [0, None]"
processed,fact_sales,numeric_validity,gas_volume_mcf,0,4383,PASS,
processed,fact_sales,range_check,gas_volume_mcf,0,4383,PASS,"allowed [0, None]"
processed,fact_sales,numeric_validity,oil_price_usd,0,4383,PASS,
processed,fact_sales,range_check,oil_price_usd,0,4383,PASS,"allowed [0, 300]"
processed,fact_sales,numeric_validity,gas_price_usd,0,4383,PASS,
processed,fact_sales,range_check,gas_price_usd,0,4383,PASS,"allowed [0, 50]"
processed,fact_sales,numeric_validity,revenue_usd,0,4383,PASS,
processed,fact_sales,range_check,revenue_usd,0,4383,PASS,"allowed [0, None]"
processed,fact_operating_cost,numeric_validity,cost_amount_usd,0,30674,PASS,
processed,fact_operating_cost,range_check,cost_amount_usd,0,30674,PASS,"allowed [0, None]"
processed,fact_hse,numeric_validity,days_lost,0,394,PASS,
processed,fact_hse,range_check,days_lost,0,394,PASS,"allowed [0, 365]"
processed,fact_hse,numeric_validity,lost_time_flag,0,394,PASS,
processed,fact_hse,range_check,lost_time_flag,0,394,PASS,"allowed [0, 1]"
processed,dim_well,referential_integrity,field_id,0,60,PASS,-> field_id in parent
processed,dim_well,referential_integrity,primary_equipment_id,0,60,PASS,-> equipment_id in parent
processed,dim_equipment,referential_integrity,field_id,0,48,PASS,-> field_id in parent
processed,dim_material,referential_integrity,primary_supplier_id,0,40,PASS,-> supplier_id in parent
processed,dim_warehouse,referential_integrity,field_id,0,4,PASS,-> field_id in parent
processed,bridge_equipment_well,referential_integrity,equipment_id,0,452,PASS,-> equipment_id in parent
processed,bridge_equipment_well,referential_integrity,well_id,0,452,PASS,-> well_id in parent
processed,fact_production,referential_integrity,well_id,0,58642,PASS,-> well_id in parent
processed,fact_sensor,referential_integrity,equipment_id,0,105216,PASS,-> equipment_id in parent
processed,fact_maintenance,referential_integrity,equipment_id,0,1107,PASS,-> equipment_id in parent
processed,fact_maintenance_material,referential_integrity,maintenance_id,0,1184,PASS,-> maintenance_id in parent
processed,fact_maintenance_material,referential_integrity,material_id,0,1184,PASS,-> material_id in parent
processed,fact_maintenance_material,referential_integrity,warehouse_id,0,1184,PASS,-> warehouse_id in parent
processed,fact_sales,referential_integrity,field_id,0,4383,PASS,-> field_id in parent
processed,fact_operating_cost,referential_integrity,field_id,0,30674,PASS,-> field_id in parent
processed,fact_inventory,referential_integrity,material_id,0,87637,PASS,-> material_id in parent
processed,fact_inventory,referential_integrity,supplier_id,0,87637,PASS,-> supplier_id in parent
processed,fact_inventory,referential_integrity,warehouse_id,0,87637,PASS,-> warehouse_id in parent
processed,fact_purchase_order,referential_integrity,material_id,0,1965,PASS,-> material_id in parent
processed,fact_purchase_order,referential_integrity,supplier_id,0,1965,PASS,-> supplier_id in parent
processed,fact_purchase_order,referential_integrity,warehouse_id,0,1965,PASS,-> warehouse_id in parent
processed,fact_hse,referential_integrity,field_id,0,394,PASS,-> field_id in parent
processed,fact_production,date_validity,date,0,58642,PASS,"parsable and within [2000-01-01, 2030-12-31]"
processed,fact_production,date_format_consistency,date,0,58642,PASS,non-ISO formatted values
processed,fact_maintenance,date_validity,date,0,1107,PASS,"parsable and within [2000-01-01, 2030-12-31]"
processed,fact_maintenance,date_format_consistency,date,0,1107,PASS,non-ISO formatted values
processed,fact_sales,date_validity,date,0,4383,PASS,"parsable and within [2000-01-01, 2030-12-31]"
processed,fact_sales,date_format_consistency,date,0,4383,PASS,non-ISO formatted values
processed,fact_operating_cost,date_validity,date,0,30674,PASS,"parsable and within [2000-01-01, 2030-12-31]"
processed,fact_operating_cost,date_format_consistency,date,0,30674,PASS,non-ISO formatted values
processed,fact_inventory,date_validity,date,0,87637,PASS,"parsable and within [2000-01-01, 2030-12-31]"
processed,fact_inventory,date_format_consistency,date,0,87637,PASS,non-ISO formatted values
processed,fact_hse,date_validity,date,0,394,PASS,"parsable and within [2000-01-01, 2030-12-31]"
processed,fact_hse,date_format_consistency,date,0,394,PASS,non-ISO formatted values
processed,fact_sensor,date_validity,timestamp,0,105216,PASS,"parsable and within [2000-01-01, 2030-12-31]"
processed,fact_sensor,date_format_consistency,timestamp,0,105216,PASS,non-ISO formatted values
processed,fact_maintenance,domain_check,maintenance_type,0,1107,PASS,"allowed: ['Corrective', 'Inspection', 'Preventive']"
processed,fact_operating_cost,domain_check,cost_category,0,30674,PASS,"allowed: ['Energy', 'Labor', 'Maintenance', 'Other', 'Production', 'Transportation', 'Utilities']"
processed,fact_hse,domain_check,severity,0,394,PASS,"allowed: ['Critical', 'High', 'Low', 'Medium']"
processed,fact_maintenance,domain_check,priority,0,1107,PASS,"allowed: ['Critical', 'High', 'Low', 'Medium']"
processed,fact_production,unit_consistency_oil_vs_potential,-,0,58642,PASS,oil > 1.25 x potential suggests unit/scale error
processed,fact_production,operating_plus_downtime_eq_24,-,0,58642,PASS,
processed,fact_production,water_cut_consistent_with_volumes,-,0,58642,PASS,tolerance 1 percentage point
processed,fact_maintenance,total_cost_eq_components,-,0,1107,PASS,
processed,fact_inventory,closing_eq_open_plus_receipts_minus_consumption,-,0,87637,PASS,
processed,fact_sales,revenue_eq_volume_x_price,-,0,4383,PASS,tolerance $1
processed,fact_hse,lost_time_flag_consistent_with_days_lost,-,0,394,PASS,
processed,dim_supplier,supplier_name_uniqueness_per_id,supplier_name,0,8,PASS,one canonical name per supplier_id
